date,temp_max,temp_min,umid_max,umid_min,solar_total,gust_max,prec,dewpoint,heat_index,wind_chill,n_hours,temp_mean,umid_mean,ws_mean,solar_mean,gust_dir,level_max,level_min
2025-06-02,18.6,15.6,99.0,91.0,595.824,2.2,3.0,16.33375,18.6,15.6,24,16.68201388888889,97.62986111111111,0.07097222222222223,24.825999999999997,,,
2025-06-03,24.8,16.1,99.0,76.0,1521.8326666666667,4.5,9.9,17.93409722222222,24.8,16.1,24,18.49888888888889,96.41250000000001,0.07409722222222222,63.40969444444445,,,
2025-06-04,29.3,16.4,99.0,66.0,2738.5835,3.4,0.9,19.527638888888887,34.0,16.4,24,20.88861111111111,92.45694444444445,0.11458333333333333,114.10764583333334,,,
2025-06-05,20.6,16.6,99.0,94.0,598.4458333333333,5.6,12.3,19.126805555555556,20.6,16.6,24,19.355,98.27916666666665,0.17618055555555556,24.935243055555556,,,
2025-06-06,23.9,17.4,99.0,68.0,1772.7623333333333,5.6,0.9,17.785763888888887,23.9,17.4,24,19.124166666666667,92.13263888888889,0.2577777777777778,73.86509722222222,,,
2025-06-07,18.3,16.4,99.0,95.0,620.1588333333333,3.4,14.7,17.142083333333332,18.3,16.4,24,17.358472222222222,98.38958333333333,0.056388888888888884,25.83995138888889,,,
2025-06-08,21.7,16.2,99.0,81.0,1125.1033333333335,4.5,5.7,17.464652777777776,21.7,16.2,24,18.09958333333333,95.96180555555556,0.12715277777777778,46.87930555555556,,,
2025-06-09,19.3,14.5,99.0,77.0,900.9126666666666,5.6,12.0,15.837291666666667,19.3,14.5,24,16.32923611111111,96.75694444444444,0.08381944444444445,37.53802777777778,,,
2025-06-10,22.3,11.1,99.0,64.0,2222.8061666666667,3.4,0.6,13.782430555555557,22.3,11.1,24,14.955416666666666,93.2013888888889,0.1175,92.61692361111112,,,
2025-06-11,21.9,8.3,99.0,38.0,2762.326666666667,6.7,0.0,11.167152777777778,21.9,8.3,24,13.341666666666667,88.47152777777778,0.25604166666666667,115.09694444444445,,,
2025-06-12,21.6,7.7,99.0,65.0,1600.1111666666668,4.5,0.9,11.74826388888889,21.6,7.7,24,12.790555555555557,93.79375,0.1120138888888889,66.67129861111111,,,
2025-06-13,19.2,11.4,99.0,87.0,1569.7221666666667,4.5,8.1,14.8,19.2,11.4,24,15.302916666666667,96.66458333333333,0.17055555555555554,65.40509027777777,,,
2025-06-14,23.3,13.9,99.0,65.0,2406.2376666666664,7.8,4.5,16.030486111111113,23.3,13.9,24,17.64645833333333,90.9513888888889,0.5510416666666667,100.25990277777777,,,
2025-06-15,24.1,13.8,99.0,73.0,1670.9705,5.6,8.1,15.903888888888888,24.1,13.8,24,16.597916666666666,95.75625000000001,0.1613888888888889,69.62377083333332,,,
2025-06-16,22.4,12.7,99.0,79.0,1321.3161666666667,2.2,0.3,16.423194444444444,22.4,12.7,24,17.066875,95.94930555555555,0.06513888888888889,55.05484027777778,,,
2025-06-17,27.4,15.0,99.0,69.0,2492.3688333333334,3.4,0.0,18.10826388888889,30.0,15.0,24,19.308819444444442,93.13333333333333,0.13215277777777779,103.8487013888889,,,
2025-06-18,27.1,16.0,99.0,69.0,2416.681833333333,4.5,0.3,18.965,29.0,16.0,24,20.138055555555557,93.27430555555556,0.2202777777777778,100.69507638888888,,,
2025-06-19,25.9,17.0,99.0,71.0,1808.8898333333334,3.4,0.0,19.069444444444443,25.9,17.0,24,20.179930555555554,93.50138888888888,0.10263888888888889,75.37040972222222,,,
2025-06-20,26.6,17.4,99.0,71.0,1709.3978333333332,6.7,3.6,19.19736111111111,26.6,17.4,24,20.1725,94.2923611111111,0.15194444444444444,71.22490972222222,,,
2025-06-21,25.8,12.8,99.0,53.0,2628.56,6.7,0.3,15.74125,25.8,12.8,24,17.724930555555556,89.45277777777778,0.18145833333333336,109.52333333333333,,,
2025-06-22,23.8,15.7,99.0,75.0,1308.7468333333334,3.4,3.3,17.306875,23.8,15.7,24,17.877916666666668,96.36736111111111,0.09430555555555555,54.53111805555556,,,
2025-06-23,19.2,10.6,99.0,94.0,583.8578333333334,6.7,13.2,16.23986111111111,19.2,10.6,24,16.447708333333335,98.42916666666667,0.17402777777777778,24.327409722222225,,,
2025-06-24,18.5,4.2,99.0,27.0,2780.8961666666664,5.6,0.0,5.224236111111111,18.5,2.7,24,9.808541666666667,77.42361111111111,0.4103472222222222,115.8706736111111,,,
2025-06-25,21.0,1.9,99.0,41.0,2693.637333333333,9.0,0.0,6.997152777777777,21.0,1.9,24,9.9025,85.44375000000001,0.38798611111111114,112.23488888888888,,,
2025-06-26,14.2,7.5,99.0,96.0,363.30699999999996,4.5,33.9,11.791597222222224,14.2,7.5,24,11.922291666666666,98.82847222222222,0.13805555555555557,15.137791666666665,,,
2025-06-27,17.5,14.0,99.0,83.0,728.1385,3.4,0.9,14.330763888888889,17.5,14.0,24,14.788194444444443,96.88819444444444,0.07736111111111112,30.33910416666667,,,
2025-06-28,18.0,13.8,99.0,90.0,810.8054999999999,3.4,8.7,15.108125000000001,18.0,13.8,24,15.45263888888889,97.61736111111111,0.06979166666666667,33.783562499999995,,,
2025-06-29,24.2,15.3,99.0,76.0,1395.0415,5.6,2.4,17.163819444444446,24.2,15.3,24,17.71527777777778,96.48402777777778,0.2325,58.12672916666667,,,
2025-06-30,17.3,12.2,99.0,90.0,665.0145,3.4,6.3,13.70298611111111,17.3,12.2,24,14.090625000000001,97.3888888888889,0.1478472222222222,27.7089375,,,
2025-07-01,14.9,9.6,99.0,76.0,1003.5831666666667,4.5,1.5,10.652013888888888,14.9,9.6,24,11.656041666666667,93.61180555555556,0.06597222222222222,41.81596527777778,,,
2025-07-02,13.0,9.8,99.0,81.0,823.4943333333333,3.4,1.5,10.273333333333333,13.0,9.8,24,10.90611111111111,95.77847222222222,0.031180555555555555,34.312263888888886,,,
2025-07-03,18.7,9.8,99.0,66.0,1465.5061666666666,4.5,1.2,12.002152777777777,18.7,9.8,24,13.163125,93.04791666666667,0.11118055555555556,61.06275694444444,,,
2025-07-04,17.7,12.4,99.0,88.0,1048.7053333333333,3.4,5.4,14.068194444444446,17.7,12.4,24,14.432777777777778,97.46944444444443,0.012569444444444444,43.69605555555555,,,
2025-07-05,23.2,12.6,99.0,66.0,2419.483,3.4,0.9,14.852083333333333,23.2,12.6,24,15.956319444444444,93.52638888888889,0.08527777777777779,100.81179166666668,,,
2025-07-06,22.6,9.4,99.0,61.0,2020.8806666666667,4.5,0.0,13.422500000000001,22.6,9.4,24,14.614583333333334,93.07777777777778,0.12562500000000001,84.20336111111111,,,
2025-07-07,23.2,6.5,99.0,58.0,2725.389166666667,3.4,0.0,11.336458333333333,23.2,6.5,24,12.940694444444444,91.09375,0.12694444444444444,113.55788194444445,,,
2025-07-08,25.1,7.8,99.0,53.0,2899.6365,7.8,0.3,12.655555555555555,25.1,7.8,24,14.803125,88.3298611111111,0.20333333333333334,120.81818750000001,,,
2025-07-09,23.6,11.5,99.0,55.0,2827.5206666666663,5.6,0.0,13.86111111111111,23.6,11.5,24,16.21708333333333,87.44652777777777,0.2890972222222222,117.81336111111109,,,
2025-07-10,21.2,9.9,99.0,73.0,1437.8,4.5,0.0,14.161319444444445,21.2,9.9,24,15.278958333333334,93.25486111111111,0.11972222222222223,59.90833333333333,,,
2025-07-11,24.1,14.6,99.0,64.0,2312.1896666666667,4.5,0.0,15.920277777777779,24.1,14.6,24,17.560972222222222,90.80486111111111,0.16784722222222223,96.34123611111112,,,
2025-07-12,21.0,15.2,99.0,84.0,1228.0408333333332,5.6,0.0,16.551180555555558,21.0,15.2,24,17.445833333333333,94.45972222222223,0.2913194444444444,51.168368055555554,,,
2025-07-13,25.3,15.5,99.0,70.0,1823.1736666666666,5.6,0.0,17.159166666666668,25.3,15.5,24,18.311319444444447,93.27708333333334,0.1657638888888889,75.96556944444444,,,
2025-07-14,25.3,14.9,99.0,66.0,2612.1766666666667,4.5,0.0,16.59548611111111,25.3,14.9,24,18.282083333333333,90.53194444444445,0.22611111111111112,108.84069444444445,,,
2025-07-15,25.9,13.8,99.0,63.0,2879.007333333333,5.6,0.0,16.30736111111111,25.9,13.8,24,18.106458333333332,90.03263888888888,0.27145833333333336,119.95863888888887,,,
