run_time,valid_time,lead_h,i,j,lat,lon,rain_mm_h,temp_degC,u10_ms,v10_ms,wind_ms,wind_dir_deg
2026-07-26 00:00:00,2026-07-26 09:00,12,4,2,-26.3314,-49.094,0.0,17.3,-0.2,0.2,0.2,135
2026-07-26 00:00:00,2026-07-26 09:00,12,4,3,-26.3314,-49.024,0.0,16.8,-0.9,1.0,1.3,138
2026-07-26 00:00:00,2026-07-26 09:00,12,4,4,-26.3314,-48.954,0.0,16.2,-1.1,0.9,1.4,129
2026-07-26 00:00:00,2026-07-26 09:00,12,4,5,-26.3314,-48.884,0.0,16.0,-0.8,0.2,0.8,104
2026-07-26 00:00:00,2026-07-26 09:00,12,4,6,-26.3314,-48.814,0.01,16.1,-0.6,-0.4,0.7,56
2026-07-26 00:00:00,2026-07-26 09:00,12,4,7,-26.3314,-48.744,0.02,16.4,-0.6,-0.7,1.0,41
2026-07-26 00:00:00,2026-07-26 09:00,12,4,8,-26.3314,-48.674,0.03,16.8,-0.7,-1.2,1.4,30
2026-07-26 00:00:00,2026-07-26 09:00,12,4,9,-26.3314,-48.604,0.04,16.9,-0.7,-1.4,1.5,27
2026-07-26 00:00:00,2026-07-26 09:00,12,5,0,-26.2614,-49.234,0.0,16.1,2.2,-3.2,3.8,325
2026-07-26 00:00:00,2026-07-26 09:00,12,5,1,-26.2614,-49.164,0.0,16.8,1.5,-2.5,2.9,329
2026-07-26 00:00:00,2026-07-26 09:00,12,5,2,-26.2614,-49.094,0.0,17.3,0.3,-1.3,1.3,347
2026-07-26 00:00:00,2026-07-26 09:00,12,5,3,-26.2614,-49.024,0.0,17.1,-0.9,0.1,0.9,96
2026-07-26 00:00:00,2026-07-26 09:00,12,5,4,-26.2614,-48.954,0.0,16.4,-1.4,0.8,1.6,120
2026-07-26 00:00:00,2026-07-26 09:00,12,5,5,-26.2614,-48.884,0.0,15.9,-1.2,0.6,1.4,117
2026-07-26 00:00:00,2026-07-26 09:00,12,5,6,-26.2614,-48.814,0.0,16.0,-0.9,-0.1,0.9,84
2026-07-26 00:00:00,2026-07-26 09:00,12,5,7,-26.2614,-48.744,0.01,16.2,-1.0,-0.7,1.2,55
2026-07-26 00:00:00,2026-07-26 09:00,12,5,8,-26.2614,-48.674,0.02,16.5,-1.1,-1.2,1.6,43
2026-07-26 00:00:00,2026-07-26 09:00,12,5,9,-26.2614,-48.604,0.02,16.8,-1.0,-1.7,1.9,30
2026-07-26 00:00:00,2026-07-26 09:00,12,6,0,-26.1914,-49.234,0.0,15.4,2.1,-3.6,4.2,330
2026-07-26 00:00:00,2026-07-26 09:00,12,6,1,-26.1914,-49.164,0.0,16.0,2.0,-3.4,3.9,330
2026-07-26 00:00:00,2026-07-26 09:00,12,6,2,-26.1914,-49.094,0.0,16.9,1.2,-2.6,2.9,335
2026-07-26 00:00:00,2026-07-26 09:00,12,6,3,-26.1914,-49.024,0.0,17.4,-0.2,-1.4,1.4,8
2026-07-26 00:00:00,2026-07-26 09:00,12,6,4,-26.1914,-48.954,0.0,17.1,-1.4,-0.1,1.4,86
2026-07-26 00:00:00,2026-07-26 09:00,12,6,5,-26.1914,-48.884,0.0,16.5,-1.7,0.5,1.8,106
2026-07-26 00:00:00,2026-07-26 09:00,12,6,6,-26.1914,-48.814,0.0,16.5,-1.3,0.1,1.3,94
2026-07-26 00:00:00,2026-07-26 09:00,12,6,7,-26.1914,-48.744,0.0,16.9,-1.1,-0.6,1.3,61
2026-07-26 00:00:00,2026-07-26 09:00,12,6,8,-26.1914,-48.674,0.0,16.7,-1.3,-1.1,1.7,50
2026-07-26 00:00:00,2026-07-26 09:00,12,6,9,-26.1914,-48.604,0.01,16.3,-1.4,-1.7,2.2,39
2026-07-26 00:00:00,2026-07-26 09:00,12,7,0,-26.1214,-49.234,0.0,14.7,1.9,-3.4,3.9,331
2026-07-26 00:00:00,2026-07-26 09:00,12,7,1,-26.1214,-49.164,0.0,15.3,2.0,-3.2,3.7,328
2026-07-26 00:00:00,2026-07-26 09:00,12,7,2,-26.1214,-49.094,0.0,16.3,1.7,-2.8,3.3,329
2026-07-26 00:00:00,2026-07-26 09:00,12,7,3,-26.1214,-49.024,0.0,17.3,0.8,-2.3,2.5,341
2026-07-26 00:00:00,2026-07-26 09:00,12,7,4,-26.1214,-48.954,0.0,17.7,-0.6,-1.3,1.4,25
2026-07-26 00:00:00,2026-07-26 09:00,12,7,5,-26.1214,-48.884,0.0,17.4,-1.6,-0.1,1.6,86
2026-07-26 00:00:00,2026-07-26 09:00,12,7,6,-26.1214,-48.814,0.0,16.9,-1.7,0.2,1.7,97
2026-07-26 00:00:00,2026-07-26 09:00,12,7,7,-26.1214,-48.744,0.0,16.8,-1.4,-0.4,1.4,74
2026-07-26 00:00:00,2026-07-26 09:00,12,7,8,-26.1214,-48.674,0.0,16.6,-1.4,-1.0,1.7,54
2026-07-26 00:00:00,2026-07-26 09:00,12,7,9,-26.1214,-48.604,0.01,16.3,-1.5,-1.8,2.3,40
2026-07-26 00:00:00,2026-07-26 09:00,12,8,0,-26.0514,-49.234,0.0,14.5,1.9,-3.2,3.7,329
2026-07-26 00:00:00,2026-07-26 09:00,12,8,1,-26.0514,-49.164,0.0,14.9,1.9,-2.7,3.3,325
2026-07-26 00:00:00,2026-07-26 09:00,12,8,2,-26.0514,-49.094,0.0,15.8,1.9,-2.4,3.1,322
2026-07-26 00:00:00,2026-07-26 09:00,12,8,3,-26.0514,-49.024,0.0,16.9,1.6,-2.6,3.0,328
2026-07-26 00:00:00,2026-07-26 09:00,12,8,4,-26.0514,-48.954,0.0,17.9,0.4,-2.2,2.3,350
2026-07-26 00:00:00,2026-07-26 09:00,12,8,5,-26.0514,-48.884,0.0,18.1,-1.1,-1.1,1.5,45
2026-07-26 00:00:00,2026-07-26 09:00,12,8,6,-26.0514,-48.814,0.0,17.5,-1.8,-0.2,1.8,84
2026-07-26 00:00:00,2026-07-26 09:00,12,8,7,-26.0514,-48.744,0.0,17.1,-1.6,-0.2,1.7,83
2026-07-26 00:00:00,2026-07-26 09:00,12,8,8,-26.0514,-48.674,0.0,16.7,-1.6,-0.9,1.8,61
2026-07-26 00:00:00,2026-07-26 09:00,12,8,9,-26.0514,-48.604,0.0,16.1,-1.7,-1.9,2.5,42
2026-07-26 00:00:00,2026-07-26 09:00,12,9,0,-25.9814,-49.234,0.0,14.4,1.7,-3.0,3.5,330
2026-07-26 00:00:00,2026-07-26 09:00,12,9,1,-25.9814,-49.164,0.0,14.6,1.8,-2.3,2.9,322
2026-07-26 00:00:00,2026-07-26 09:00,12,9,2,-25.9814,-49.094,0.0,15.5,2.0,-2.1,2.9,316
2026-07-26 00:00:00,2026-07-26 09:00,12,9,3,-25.9814,-49.024,0.0,16.5,2.1,-2.5,3.3,320
2026-07-26 00:00:00,2026-07-26 09:00,12,9,4,-25.9814,-48.954,0.0,17.7,1.5,-2.6,3.0,330
2026-07-26 00:00:00,2026-07-26 09:00,12,9,5,-25.9814,-48.884,0.0,18.4,0.0,-1.9,1.9,0
2026-07-26 00:00:00,2026-07-26 09:00,12,9,6,-25.9814,-48.814,0.0,18.2,-1.3,-0.9,1.6,55
2026-07-26 00:00:00,2026-07-26 09:00,12,9,7,-25.9814,-48.744,0.0,17.7,-1.7,-0.5,1.8,74
2026-07-26 00:00:00,2026-07-26 09:00,12,9,8,-25.9814,-48.674,0.0,17.3,-1.6,-0.9,1.8,61
2026-07-26 00:00:00,2026-07-26 09:00,12,9,9,-25.9814,-48.604,0.0,17.0,-1.4,-2.0,2.4,35
2026-07-26 00:00:00,2026-07-26 10:00,13,0,0,-26.6114,-49.234,0.0,18.4,0.3,-0.1,0.4,288
2026-07-26 00:00:00,2026-07-26 10:00,13,0,1,-26.6114,-49.164,0.0,18.5,0.6,0.0,0.6,270
2026-07-26 00:00:00,2026-07-26 10:00,13,0,2,-26.6114,-49.094,0.0,18.7,0.6,-0.3,0.7,297
2026-07-26 00:00:00,2026-07-26 10:00,13,0,3,-26.6114,-49.024,0.0,18.8,0.3,-0.9,1.0,342
2026-07-26 00:00:00,2026-07-26 10:00,13,0,4,-26.6114,-48.954,0.0,19.0,0.0,-1.4,1.4,0
2026-07-26 00:00:00,2026-07-26 10:00,13,0,5,-26.6114,-48.884,0.0,19.3,0.0,-1.9,1.9,0
2026-07-26 00:00:00,2026-07-26 10:00,13,0,6,-26.6114,-48.814,0.0,19.5,0.1,-2.2,2.2,357
2026-07-26 00:00:00,2026-07-26 10:00,13,0,7,-26.6114,-48.744,0.0,19.4,-0.1,-2.5,2.5,2
2026-07-26 00:00:00,2026-07-26 10:00,13,0,8,-26.6114,-48.674,0.0,16.9,0.2,-2.3,2.3,355
2026-07-26 00:00:00,2026-07-26 10:00,13,0,9,-26.6114,-48.604,0.02,16.1,0.8,-1.7,1.9,335
2026-07-26 00:00:00,2026-07-26 10:00,13,1,0,-26.5414,-49.234,0.0,18.7,0.6,-0.7,0.9,319
2026-07-26 00:00:00,2026-07-26 10:00,13,1,1,-26.5414,-49.164,0.0,18.6,0.5,-0.3,0.6,301
2026-07-26 00:00:00,2026-07-26 10:00,13,1,2,-26.5414,-49.094,0.0,18.6,0.2,-0.2,0.3,315
2026-07-26 00:00:00,2026-07-26 10:00,13,1,3,-26.5414,-49.024,0.0,18.6,-0.2,-0.5,0.5,22
2026-07-26 00:00:00,2026-07-26 10:00,13,1,4,-26.5414,-48.954,0.0,18.7,-0.5,-0.9,1.0,29
2026-07-26 00:00:00,2026-07-26 10:00,13,1,5,-26.5414,-48.884,0.0,19.0,-0.5,-1.4,1.5,20
2026-07-26 00:00:00,2026-07-26 10:00,13,1,6,-26.5414,-48.814,0.0,19.2,-0.2,-1.9,1.9,6
2026-07-26 00:00:00,2026-07-26 10:00,13,1,7,-26.5414,-48.744,0.0,19.2,-0.2,-2.2,2.3,5
2026-07-26 00:00:00,2026-07-26 10:00,13,1,8,-26.5414,-48.674,0.01,17.1,-0.1,-1.8,1.8,3
2026-07-26 00:00:00,2026-07-26 10:00,13,1,9,-26.5414,-48.604,0.03,16.2,0.5,-1.5,1.5,342
2026-07-26 00:00:00,2026-07-26 10:00,13,2,0,-26.4714,-49.234,0.0,18.9,0.9,-1.0,1.4,318
2026-07-26 00:00:00,2026-07-26 10:00,13,2,1,-26.4714,-49.164,0.0,18.8,0.3,-0.2,0.4,304
2026-07-26 00:00:00,2026-07-26 10:00,13,2,2,-26.4714,-49.094,0.0,18.5,-0.3,0.3,0.4,135
2026-07-26 00:00:00,2026-07-26 10:00,13,2,3,-26.4714,-49.024,0.0,18.5,-0.7,0.1,0.8,98
2026-07-26 00:00:00,2026-07-26 10:00,13,2,4,-26.4714,-48.954,0.0,18.5,-1.0,-0.4,1.0,68
2026-07-26 00:00:00,2026-07-26 10:00,13,2,5,-26.4714,-48.884,0.0,18.7,-0.9,-1.0,1.3,42
2026-07-26 00:00:00,2026-07-26 10:00,13,2,6,-26.4714,-48.814,0.0,18.8,-0.6,-1.5,1.6,22
2026-07-26 00:00:00,2026-07-26 10:00,13,2,7,-26.4714,-48.744,0.02,19.0,-0.3,-1.9,1.9,9
2026-07-26 00:00:00,2026-07-26 10:00,13,2,8,-26.4714,-48.674,0.03,18.5,-0.3,-1.7,1.7,10
2026-07-26 00:00:00,2026-07-26 10:00,13,2,9,-26.4714,-48.604,0.03,16.7,0.0,-1.5,1.5,0
2026-07-26 00:00:00,2026-07-26 10:00,13,3,0,-26.4014,-49.234,0.0,18.9,1.3,-1.1,1.7,310
2026-07-26 00:00:00,2026-07-26 10:00,13,3,1,-26.4014,-49.164,0.0,18.9,0.3,0.1,0.3,252
2026-07-26 00:00:00,2026-07-26 10:00,13,3,2,-26.4014,-49.094,0.0,18.6,-0.7,0.8,1.0,139
2026-07-26 00:00:00,2026-07-26 10:00,13,3,3,-26.4014,-49.024,0.0,18.1,-1.2,0.6,1.4,117
2026-07-26 00:00:00,2026-07-26 10:00,13,3,4,-26.4014,-48.954,0.0,18.0,-1.3,0.1,1.3,94
2026-07-26 00:00:00,2026-07-26 10:00,13,3,5,-26.4014,-48.884,0.0,18.3,-1.2,-0.6,1.3,63
2026-07-26 00:00:00,2026-07-26 10:00,13,3,6,-26.4014,-48.814,0.01,18.4,-0.9,-1.1,1.4,39
2026-07-26 00:00:00,2026-07-26 10:00,13,3,7,-26.4014,-48.744,0.02,18.7,-0.6,-1.5,1.6,22
2026-07-26 00:00:00,2026-07-26 10:00,13,3,8,-26.4014,-48.674,0.03,18.9,-0.4,-1.8,1.8,13
2026-07-26 00:00:00,2026-07-26 10:00,13,3,9,-26.4014,-48.604,0.01,17.6,-0.3,-1.6,1.6,11
2026-07-26 00:00:00,2026-07-26 10:00,13,4,0,-26.3314,-49.234,0.0,18.7,1.7,-1.5,2.3,311
2026-07-26 00:00:00,2026-07-26 10:00,13,4,1,-26.3314,-49.164,0.0,18.8,0.5,-0.4,0.7,309
2026-07-26 00:00:00,2026-07-26 10:00,13,4,2,-26.3314,-49.094,0.0,18.4,-0.7,0.7,1.0,135
2026-07-26 00:00:00,2026-07-26 10:00,13,4,3,-26.3314,-49.024,0.0,17.8,-1.4,0.9,1.7,123
2026-07-26 00:00:00,2026-07-26 10:00,13,4,4,-26.3314,-48.954,0.0,17.5,-1.5,0.5,1.5,108
2026-07-26 00:00:00,2026-07-26 10:00,13,4,5,-26.3314,-48.884,0.0,17.7,-1.3,-0.1,1.3,86
2026-07-26 00:00:00,2026-07-26 10:00,13,4,6,-26.3314,-48.814,0.0,17.9,-1.1,-0.6,1.3,61
2026-07-26 00:00:00,2026-07-26 10:00,13,4,7,-26.3314,-48.744,0.01,18.1,-1.0,-1.1,1.4,42
2026-07-26 00:00:00,2026-07-26 10:00,13,4,8,-26.3314,-48.674,0.01,18.4,-0.6,-1.6,1.8,21
2026-07-26 00:00:00,2026-07-26 10:00,13,4,9,-26.3314,-48.604,0.01,18.5,-0.7,-1.8,1.9,21
2026-07-26 00:00:00,2026-07-26 10:00,13,5,0,-26.2614,-49.234,0.0,18.0,2.3,-2.3,3.2,315
2026-07-26 00:00:00,2026-07-26 10:00,13,5,1,-26.2614,-49.164,0.0,18.4,1.3,-1.4,2.0,317
2026-07-26 00:00:00,2026-07-26 10:00,13,5,2,-26.2614,-49.094,0.0,18.4,-0.2,-0.1,0.3,63
2026-07-26 00:00:00,2026-07-26 10:00,13,5,3,-26.2614,-49.024,0.0,17.7,-1.4,0.7,1.6,117
2026-07-26 00:00:00,2026-07-26 10:00,13,5,4,-26.2614,-48.954,0.0,17.2,-1.6,0.8,1.8,117
2026-07-26 00:00:00,2026-07-26 10:00,13,5,5,-26.2614,-48.884,0.0,17.4,-1.5,0.5,1.6,108
2026-07-26 00:00:00,2026-07-26 10:00,13,5,6,-26.2614,-48.814,0.0,17.6,-1.5,0.2,1.5,98
2026-07-26 00:00:00,2026-07-26 10:00,13,5,7,-26.2614,-48.744,0.0,17.6,-1.5,-0.4,1.5,75
2026-07-26 00:00:00,2026-07-26 10:00,13,5,8,-26.2614,-48.674,0.0,17.7,-1.3,-1.3,1.8,45
2026-07-26 00:00:00,2026-07-26 10:00,13,5,9,-26.2614,-48.604,0.0,17.8,-1.3,-1.9,2.3,34
2026-07-26 00:00:00,2026-07-26 10:00,13,6,0,-26.1914,-49.234,0.0,17.3,2.6,-2.7,3.7,316
2026-07-26 00:00:00,2026-07-26 10:00,13,6,1,-26.1914,-49.164,0.0,17.7,2.1,-2.3,3.1,318
2026-07-26 00:00:00,2026-07-26 10:00,13,6,2,-26.1914,-49.094,0.0,18.2,0.7,-1.3,1.4,332
2026-07-26 00:00:00,2026-07-26 10:00,13,6,3,-26.1914,-49.024,0.0,17.9,-1.1,-0.1,1.1,85
2026-07-26 00:00:00,2026-07-26 10:00,13,6,4,-26.1914,-48.954,0.0,17.4,-1.9,0.6,2.0,108
2026-07-26 00:00:00,2026-07-26 10:00,13,6,5,-26.1914,-48.884,0.0,17.4,-1.8,0.8,2.0,114
2026-07-26 00:00:00,2026-07-26 10:00,13,6,6,-26.1914,-48.814,0.0,18.1,-1.6,0.5,1.7,107
2026-07-26 00:00:00,2026-07-26 10:00,13,6,7,-26.1914,-48.744,0.0,18.5,-1.7,-0.1,1.7,87
2026-07-26 00:00:00,2026-07-26 10:00,13,6,8,-26.1914,-48.674,0.0,18.1,-2.0,-1.0,2.2,63
2026-07-26 00:00:00,2026-07-26 10:00,13,6,9,-26.1914,-48.604,0.0,17.0,-1.9,-1.6,2.5,50
2026-07-26 00:00:00,2026-07-26 10:00,13,7,0,-26.1214,-49.234,0.0,16.7,2.6,-2.7,3.8,316
2026-07-26 00:00:00,2026-07-26 10:00,13,7,1,-26.1214,-49.164,0.0,17.1,2.4,-2.5,3.4,316
2026-07-26 00:00:00,2026-07-26 10:00,13,7,2,-26.1214,-49.094,0.0,17.9,1.4,-1.9,2.3,324
2026-07-26 00:00:00,2026-07-26 10:00,13,7,3,-26.1214,-49.024,0.0,18.2,-0.5,-1.1,1.2,24
2026-07-26 00:00:00,2026-07-26 10:00,13,7,4,-26.1214,-48.954,0.0,18.0,-2.0,-0.2,2.1,84
2026-07-26 00:00:00,2026-07-26 10:00,13,7,5,-26.1214,-48.884,0.0,17.9,-2.3,0.3,2.3,97
2026-07-26 00:00:00,2026-07-26 10:00,13,7,6,-26.1214,-48.814,0.0,18.4,-1.9,0.3,1.9,99
2026-07-26 00:00:00,2026-07-26 10:00,13,7,7,-26.1214,-48.744,0.0,18.6,-1.8,-0.2,1.9,84
2026-07-26 00:00:00,2026-07-26 10:00,13,7,8,-26.1214,-48.674,0.0,18.3,-2.0,-0.9,2.2,66
2026-07-26 00:00:00,2026-07-26 10:00,13,7,9,-26.1214,-48.604,0.0,17.7,-1.8,-1.7,2.5,47
2026-07-26 00:00:00,2026-07-26 10:00,13,8,0,-26.0514,-49.234,0.0,16.4,2.8,-2.6,3.8,313
2026-07-26 00:00:00,2026-07-26 10:00,13,8,1,-26.0514,-49.164,0.0,16.7,2.5,-2.2,3.3,311
2026-07-26 00:00:00,2026-07-26 10:00,13,8,2,-26.0514,-49.094,0.0,17.5,1.9,-1.9,2.7,315
2026-07-26 00:00:00,2026-07-26 10:00,13,8,3,-26.0514,-49.024,0.0,18.3,0.3,-1.8,1.8,351
2026-07-26 00:00:00,2026-07-26 10:00,13,8,4,-26.0514,-48.954,0.0,18.6,-1.6,-1.3,2.1,51
2026-07-26 00:00:00,2026-07-26 10:00,13,8,5,-26.0514,-48.884,0.0,18.5,-2.6,-0.5,2.6,79
2026-07-26 00:00:00,2026-07-26 10:00,13,8,6,-26.0514,-48.814,0.0,18.6,-2.3,-0.1,2.3,88
2026-07-26 00:00:00,2026-07-26 10:00,13,8,7,-26.0514,-48.744,0.0,18.8,-2.0,-0.2,2.0,84
2026-07-26 00:00:00,2026-07-26 10:00,13,8,8,-26.0514,-48.674,0.0,18.5,-2.0,-0.8,2.2,68
2026-07-26 00:00:00,2026-07-26 10:00,13,8,9,-26.0514,-48.604,0.0,17.7,-2.0,-1.8,2.7,48
2026-07-26 00:00:00,2026-07-26 10:00,13,9,0,-25.9814,-49.234,0.0,16.3,2.8,-2.4,3.6,311
2026-07-26 00:00:00,2026-07-26 10:00,13,9,1,-25.9814,-49.164,0.0,16.5,2.5,-1.9,3.2,307
2026-07-26 00:00:00,2026-07-26 10:00,13,9,2,-25.9814,-49.094,0.0,17.2,2.2,-1.8,2.8,309
2026-07-26 00:00:00,2026-07-26 10:00,13,9,3,-25.9814,-49.024,0.0,18.1,1.3,-2.1,2.5,328
2026-07-26 00:00:00,2026-07-26 10:00,13,9,4,-25.9814,-48.954,0.0,18.9,-0.4,-2.1,2.2,11
2026-07-26 00:00:00,2026-07-26 10:00,13,9,5,-25.9814,-48.884,0.0,19.2,-1.9,-1.4,2.4,54
2026-07-26 00:00:00,2026-07-26 10:00,13,9,6,-25.9814,-48.814,0.0,19.3,-2.3,-0.7,2.4,73
2026-07-26 00:00:00,2026-07-26 10:00,13,9,7,-25.9814,-48.744,0.0,19.4,-1.9,-0.5,2.0,75
2026-07-26 00:00:00,2026-07-26 10:00,13,9,8,-25.9814,-48.674,0.0,19.4,-1.8,-0.9,2.0,63
2026-07-26 00:00:00,2026-07-26 10:00,13,9,9,-25.9814,-48.604,0.0,18.9,-1.9,-1.8,2.6,47
2026-07-26 00:00:00,2026-07-26 11:00,14,0,0,-26.6114,-49.234,0.0,20.9,-0.6,-0.5,0.8,50
2026-07-26 00:00:00,2026-07-26 11:00,14,0,1,-26.6114,-49.164,0.0,20.6,-0.1,-0.6,0.6,9
2026-07-26 00:00:00,2026-07-26 11:00,14,0,2,-26.6114,-49.094,0.0,20.3,0.3,-0.9,1.0,342
2026-07-26 00:00:00,2026-07-26 11:00,14,0,3,-26.6114,-49.024,0.0,20.1,0.3,-1.3,1.3,347
2026-07-26 00:00:00,2026-07-26 11:00,14,0,4,-26.6114,-48.954,0.0,20.1,-0.1,-1.6,1.6,4
2026-07-26 00:00:00,2026-07-26 11:00,14,0,5,-26.6114,-48.884,0.0,20.3,-0.4,-2.0,2.0,11
2026-07-26 00:00:00,2026-07-26 11:00,14,0,6,-26.6114,-48.814,0.0,20.4,-0.5,-2.1,2.1,13
2026-07-26 00:00:00,2026-07-26 11:00,14,0,7,-26.6114,-48.744,0.0,20.0,-1.7,-1.8,2.5,43
2026-07-26 00:00:00,2026-07-26 11:00,14,0,8,-26.6114,-48.674,0.0,17.2,-2.5,-1.7,3.1,56
2026-07-26 00:00:00,2026-07-26 11:00,14,0,9,-26.6114,-48.604,0.0,16.6,-1.3,-2.0,2.4,33
2026-07-26 00:00:00,2026-07-26 11:00,14,1,0,-26.5414,-49.234,0.0,21.2,-0.2,-1.1,1.1,10
2026-07-26 00:00:00,2026-07-26 11:00,14,1,1,-26.5414,-49.164,0.0,20.9,-0.4,-0.8,0.9,27
2026-07-26 00:00:00,2026-07-26 11:00,14,1,2,-26.5414,-49.094,0.0,20.4,-0.4,-0.7,0.8,30
2026-07-26 00:00:00,2026-07-26 11:00,14,1,3,-26.5414,-49.024,0.0,20.1,-0.4,-0.9,1.0,24
2026-07-26 00:00:00,2026-07-26 11:00,14,1,4,-26.5414,-48.954,0.0,20.0,-0.5,-1.3,1.4,21
2026-07-26 00:00:00,2026-07-26 11:00,14,1,5,-26.5414,-48.884,0.0,20.1,-0.5,-1.6,1.7,17
2026-07-26 00:00:00,2026-07-26 11:00,14,1,6,-26.5414,-48.814,0.0,20.3,-0.6,-1.8,1.9,18
2026-07-26 00:00:00,2026-07-26 11:00,14,1,7,-26.5414,-48.744,0.0,20.1,-1.6,-1.4,2.2,49
2026-07-26 00:00:00,2026-07-26 11:00,14,1,8,-26.5414,-48.674,0.0,17.7,-2.9,-0.8,3.0,75
2026-07-26 00:00:00,2026-07-26 11:00,14,1,9,-26.5414,-48.604,0.01,16.8,-2.1,-1.2,2.4,60
2026-07-26 00:00:00,2026-07-26 11:00,14,2,0,-26.4714,-49.234,0.0,21.4,0.4,-1.3,1.3,343
2026-07-26 00:00:00,2026-07-26 11:00,14,2,1,-26.4714,-49.164,0.0,21.1,-0.5,-0.6,0.8,40
2026-07-26 00:00:00,2026-07-26 11:00,14,2,2,-26.4714,-49.094,0.0,20.5,-1.1,-0.2,1.1,80
2026-07-26 00:00:00,2026-07-26 11:00,14,2,3,-26.4714,-49.024,0.0,20.0,-1.2,-0.3,1.2,76
2026-07-26 00:00:00,2026-07-26 11:00,14,2,4,-26.4714,-48.954,0.0,19.8,-1.0,-0.9,1.3,48
2026-07-26 00:00:00,2026-07-26 11:00,14,2,5,-26.4714,-48.884,0.0,20.0,-0.7,-1.3,1.5,28
2026-07-26 00:00:00,2026-07-26 11:00,14,2,6,-26.4714,-48.814,0.0,20.2,-0.6,-1.6,1.8,21
2026-07-26 00:00:00,2026-07-26 11:00,14,2,7,-26.4714,-48.744,0.0,20.3,-0.9,-1.6,1.8,29
2026-07-26 00:00:00,2026-07-26 11:00,14,2,8,-26.4714,-48.674,0.0,19.6,-2.1,-1.1,2.4,62
2026-07-26 00:00:00,2026-07-26 11:00,14,2,9,-26.4714,-48.604,0.0,17.1,-2.6,-1.3,2.9,63
2026-07-26 00:00:00,2026-07-26 11:00,14,3,0,-26.4014,-49.234,0.0,21.4,1.0,-1.3,1.6,322
2026-07-26 00:00:00,2026-07-26 11:00,14,3,1,-26.4014,-49.164,0.0,21.2,-0.2,-0.6,0.6,18
2026-07-26 00:00:00,2026-07-26 11:00,14,3,2,-26.4014,-49.094,0.0,20.5,-1.4,0.1,1.4,94
2026-07-26 00:00:00,2026-07-26 11:00,14,3,3,-26.4014,-49.024,0.0,19.7,-1.7,0.1,1.7,93
2026-07-26 00:00:00,2026-07-26 11:00,14,3,4,-26.4014,-48.954,0.0,19.4,-1.4,-0.5,1.4,70
2026-07-26 00:00:00,2026-07-26 11:00,14,3,5,-26.4014,-48.884,0.0,19.7,-1.0,-1.1,1.5,42
2026-07-26 00:00:00,2026-07-26 11:00,14,3,6,-26.4014,-48.814,0.0,19.9,-0.8,-1.6,1.8,27
2026-07-26 00:00:00,2026-07-26 11:00,14,3,7,-26.4014,-48.744,0.0,20.0,-0.9,-1.7,2.0,28
2026-07-26 00:00:00,2026-07-26 11:00,14,3,8,-26.4014,-48.674,0.0,19.7,-1.8,-1.6,2.4,48
2026-07-26 00:00:00,2026-07-26 11:00,14,3,9,-26.4014,-48.604,0.0,17.6,-3.0,-1.6,3.3,62
2026-07-26 00:00:00,2026-07-26 11:00,14,4,0,-26.3314,-49.234,0.0,20.9,1.5,-1.5,2.2,315
2026-07-26 00:00:00,2026-07-26 11:00,14,4,1,-26.3314,-49.164,0.0,20.9,0.4,-0.9,1.0,336
2026-07-26 00:00:00,2026-07-26 11:00,14,4,2,-26.3314,-49.094,0.0,20.3,-1.1,0.0,1.1,90
2026-07-26 00:00:00,2026-07-26 11:00,14,4,3,-26.3314,-49.024,0.0,19.4,-1.8,0.4,1.9,103
2026-07-26 00:00:00,2026-07-26 11:00,14,4,4,-26.3314,-48.954,0.0,19.0,-1.6,-0.1,1.6,86
2026-07-26 00:00:00,2026-07-26 11:00,14,4,5,-26.3314,-48.884,0.0,19.2,-1.2,-0.7,1.4,60
2026-07-26 00:00:00,2026-07-26 11:00,14,4,6,-26.3314,-48.814,0.0,19.3,-1.2,-1.2,1.6,45
2026-07-26 00:00:00,2026-07-26 11:00,14,4,7,-26.3314,-48.744,0.0,19.2,-1.2,-1.6,2.0,37
2026-07-26 00:00:00,2026-07-26 11:00,14,4,8,-26.3314,-48.674,0.0,19.3,-1.4,-1.9,2.3,36
2026-07-26 00:00:00,2026-07-26 11:00,14,4,9,-26.3314,-48.604,0.0,18.8,-2.0,-1.8,2.7,48
2026-07-26 00:00:00,2026-07-26 11:00,14,5,0,-26.2614,-49.234,0.0,20.2,2.3,-1.9,3.0,310
2026-07-26 00:00:00,2026-07-26 11:00,14,5,1,-26.2614,-49.164,0.0,20.3,1.7,-1.6,2.3,313
2026-07-26 00:00:00,2026-07-26 11:00,14,5,2,-26.2614,-49.094,0.0,20.2,0.1,-0.7,0.7,352
2026-07-26 00:00:00,2026-07-26 11:00,14,5,3,-26.2614,-49.024,0.0,19.4,-1.4,0.1,1.4,94
2026-07-26 00:00:00,2026-07-26 11:00,14,5,4,-26.2614,-48.954,0.0,18.8,-1.8,0.0,1.8,90
2026-07-26 00:00:00,2026-07-26 11:00,14,5,5,-26.2614,-48.884,0.0,18.9,-1.5,-0.2,1.5,82
2026-07-26 00:00:00,2026-07-26 11:00,14,5,6,-26.2614,-48.814,0.0,19.0,-1.5,-0.5,1.6,72
