date,temp_max,temp_min,umid_max,umid_min,solar_total,gust_max,gust_dir,prec,dewpoint,heat_index,wind_chill,n_hours,temp_mean,umid_mean,ws_mean,pressure_mean,solar_mean
2011-07-01,17.23,11.59,100.0,95.9,,,,,,,,,,,,,
2011-07-02,18.37,15.92,100.0,96.7,,,,,,,,,,,,,
2011-07-03,17.35,15.64,100.0,98.7,,,,,,,,,,,,,
2011-07-04,16.47,9.84,100.0,99.3,,,,,,,,,,,,,
2011-07-05,17.43,5.805,100.0,40.63,,,,,,,,,,,,,
2011-07-06,18.0,5.421,100.0,56.11,,,,,,,,,,,,,
2011-12-21,39.1,23.12,74.03,19.74,,,,,,,,,,,,,
2012-01-01,,,,,,,,,,,,23.0,21.62608695652174,97.55217391304348,1.5047101449275362,,115.36004347826086
2012-01-02,25.81,20.01,100.0,82.1,9.54,,,29.29,,,,24.0,23.999166666666667,81.60666666666667,1.699988425925926,,322.8095416666667
2012-01-03,30.35,19.57,100.0,53.71,27.86,,,0.457,,,,24.0,25.24208333333333,75.21583333333334,1.6219791666666665,,360.3810416666667
2012-01-04,33.23,20.39,97.7,28.66,31.11,,,0.0,,,,24.0,24.92,77.70416666666667,1.4782060185185184,,314.92270833333333
2012-01-05,31.08,21.32,96.0,43.1,27.18,,,1.143,,,,24.0,23.750416666666666,86.07,1.693159722222222,,179.2935
2012-01-06,29.56,20.56,98.9,56.58,15.47,,,1.6,,,,24.0,25.502499999999998,83.54333333333334,1.808472222222222,,258.119375
2012-01-07,31.17,21.71,98.9,60.93,22.28,,,0.0,,,,24.0,25.508333333333336,83.22291666666666,1.6500578703703705,,275.44508333333334
2012-01-08,32.13,20.98,95.9,57.94,23.77,,,0.0,,,,24.0,23.80333333333333,96.30833333333334,1.1975694444444445,,61.32591666666667
2012-01-09,26.8,22.61,100.0,80.0,5.293,,,47.62,,,,24.0,24.150000000000002,91.64958333333334,1.1230902777777778,,218.36666666666667
2012-01-10,29.7,21.56,100.0,67.86,18.85,,,9.86,,,,24.0,23.79375,91.39666666666666,1.8368402777777775,,162.274
2012-01-11,27.84,20.95,100.0,71.81,14.0,,,7.798,,,,24.0,24.951666666666668,87.66583333333334,2.1175578703703706,,217.274375
2012-01-12,29.79,21.41,100.0,67.5,18.75,,,0.686,,,,24.0,26.523749999999996,81.69208333333334,1.737349537037037,,271.712125
2012-01-13,32.47,21.85,100.0,56.14,23.45,,,0.0,,,,24.0,26.087083333333336,84.63708333333334,1.3855902777777775,,239.74316666666667
