date,temp_max,temp_min,umid_max,umid_min,solar_total,gust_max,gust_dir,prec,dewpoint,heat_index,wind_chill,n_hours,temp_mean,umid_mean,ws_mean,pressure_mean,solar_mean
2013-01-09,30.88,24.36,99.8,66.41,6.288,7.838888888888889,256.0,3.886,24.12,24.68,24.68,24.0,25.510833333333334,91.78750000000001,1.2241087962962962,,94.82854166666668
2013-01-10,28.89,22.99,98.5,76.49,8.18,4.811111111111111,198.0,0.457,21.1,23.28,23.28,24.0,24.645,76.58458333333333,1.859837962962963,,284.65845833333333
2013-01-11,30.72,20.8,94.1,50.8,24.57,5.1499999999999995,242.0,0.0,18.45,21.64,21.64,24.0,23.463333333333335,70.46541666666667,1.9725810185185184,,325.2595416666667
2013-01-12,30.04,18.75,91.3,42.33,28.08,7.261111111111111,211.0,0.0,17.09,21.24,21.24,24.0,22.814166666666665,75.36416666666666,1.704872685185185,,217.0905
2013-01-13,28.79,17.29,96.2,50.54,18.74,5.680555555555555,61.0,0.0,19.02,20.11,20.11,24.0,22.085416666666664,90.55916666666667,1.3742708333333333,,105.93374999999999
2013-01-14,26.5,18.74,99.3,72.28,9.14,4.780555555555556,119.0,1.8290000000000002,21.17,21.28,21.28,24.0,23.18375,94.77499999999999,1.3292939814814815,,123.66066666666666
2013-01-15,29.26,20.82,100.0,70.97,10.67,4.9111111111111105,253.0,37.64,21.79,21.79,21.79,24.0,24.66416666666667,87.34375,1.480138888888889,,300.484125
2013-01-16,31.4,20.75,100.0,64.99,25.94,5.188888888888889,227.0,5.029,22.24,22.66,22.66,24.0,24.318749999999998,89.53750000000001,1.2946875,,117.75129166666666
2013-01-17,27.41,22.0,98.7,76.95,10.16,4.930555555555555,60.0,0.0,22.04,22.52,22.52,24.0,25.676666666666666,81.75750000000001,1.4803240740740742,,306.26508333333334
2013-01-18,32.62,20.66,100.0,53.53,26.43,6.230555555555555,44.0,0.0,22.18,24.27,24.27,24.0,24.79041666666667,87.41125,1.2028703703703703,,211.04125
2013-01-19,32.8,21.88,100.0,51.08,18.21,5.830555555555555,65.0,20.57,21.97,21.97,21.97,24.0,24.36583333333333,86.20625,1.4219675925925925,,225.65833333333333
2013-01-20,29.86,21.04,100.0,59.04,19.47,5.230555555555555,70.0,8.46,20.84,21.16,21.16,24.0,23.90416666666667,85.11833333333333,1.5028009259259258,,271.77483333333333
2013-01-21,31.21,20.56,100.0,53.57,23.45,5.519444444444445,288.0,10.11,20.72,20.72,20.72,24.0,23.4375,81.19583333333334,1.4034259259259259,,273.06754166666667
2013-01-22,29.71,19.68,100.0,46.01,23.57,5.219444444444444,58.0,10.01,18.66,20.14,20.14,24.0,22.470416666666665,84.9525,1.7578356481481483,,186.22845833333335
2013-01-23,28.39,18.93,99.7,50.77,16.07,6.25,34.0,7.366,19.96,20.0,20.0,24.0,23.40625,87.45333333333333,1.941539351851852,,258.69891666666666
2013-01-24,29.92,19.73,100.0,62.46,22.32,7.161111111111111,49.0,4.343,21.87,23.09,23.09,24.0,26.07041666666667,82.99249999999999,1.734178240740741,,331.56529166666667
2013-01-25,32.3,20.56,100.0,58.39,28.62,6.8,9.0,0.0,24.24,25.74,25.74,24.0,27.827083333333334,83.97375,1.2660185185185184,,247.99329166666666
2013-01-26,39.02,23.52,99.9,43.35,21.4,7.211111111111111,29.0,1.854,23.1,24.18,24.18,24.0,23.910416666666666,79.05624999999999,1.1523379629629629,,94.78220833333334
2013-01-27,26.44,20.76,93.5,63.86,8.18,5.288888888888889,122.0,0.0,18.88,20.76,20.76,24.0,22.047083333333333,88.56541666666668,1.2502546296296295,,90.164375
2013-01-28,25.82,19.46,99.5,71.42,7.781,3.861111111111111,252.0,0.229,20.63,21.52,21.52,24.0,25.078333333333333,82.01,1.898796296296296,,322.95054166666665
2013-01-29,31.46,20.22,100.0,50.17,27.87,6.738888888888889,16.0,0.229,21.95,24.14,24.14,24.0,26.137916666666666,78.47333333333333,1.6419444444444444,,341.4100833333334
2013-01-30,31.92,21.79,97.8,45.72,29.47,6.811111111111111,13.0,0.0,21.03,22.6,22.6,24.0,24.5275,82.18708333333333,1.515462962962963,,176.28104166666665
2013-01-31,29.89,20.32,98.5,62.31,15.21,5.338888888888889,78.0,0.229,21.71,23.17,23.17,24.0,25.414583333333336,87.62333333333333,1.7828009259259259,,215.26870833333336
2013-02-01,30.99,21.71,100.0,67.77,18.58,6.949999999999999,49.0,1.8290000000000002,23.18,25.51,25.51,24.0,27.390416666666667,82.62666666666667,1.6637152777777777,,239.897125
2013-02-02,32.97,23.78,97.9,58.96,20.7,6.8805555555555555,52.0,0.0,24.67,26.28,26.28,24.0,27.635833333333334,86.34916666666668,1.5100810185185185,,202.15025
2013-02-03,33.88,23.11,99.1,64.75,17.45,6.588888888888889,208.0,0.914,23.03,23.42,23.42,24.0,24.990416666666665,88.23416666666667,1.1588194444444444,,149.98445833333332
2013-02-04,30.44,21.59,99.6,64.38,12.94,5.6499999999999995,235.0,6.629,21.84,21.91,21.91,24.0,23.609166666666667,78.15666666666667,1.4777430555555557,,184.54858333333334
2013-02-05,29.26,20.86,99.6,51.12,15.93,5.1499999999999995,211.0,0.0,18.58,22.21,22.21,24.0,24.024166666666662,77.82375,1.6937499999999999,,188.96591666666666
2013-02-06,28.82,20.03,97.2,59.97,16.31,7.749999999999999,36.0,0.457,20.37,24.52,24.52,24.0,23.172916666666666,88.47708333333333,1.4619675925925926,,107.72533333333332
2013-02-07,26.8,20.6,100.0,72.17,9.3,7.3,17.0,19.48,20.54,21.89,21.89,24.0,21.446250000000003,94.35458333333334,1.4575694444444443,,67.52504166666667
2013-02-08,25.28,19.8,100.0,70.1,5.828,5.469444444444445,225.0,62.05,19.86,19.86,19.86,24.0,22.41125,96.05,1.7031481481481483,,117.60804166666667
2013-02-09,27.58,19.79,100.0,79.78,10.15,5.188888888888889,208.0,34.77,21.57,21.57,21.57,24.0,23.44333333333333,96.58749999999999,1.001886574074074,,104.41929166666667
2013-02-10,27.41,21.22,100.0,79.81,9.01,3.9805555555555556,40.0,14.05,23.23,23.23,23.23,24.0,24.105833333333333,96.15833333333335,1.1507060185185185,,108.70083333333334
2013-02-11,27.73,22.59,100.0,80.1,9.38,5.76111111111111,22.0,3.658,23.23,23.4,23.4,24.0,27.1425,84.71875,1.3745717592592592,,233.72124999999997
2013-02-12,34.57,22.71,100.0,55.9,20.17,6.580555555555556,58.0,0.914,24.41,25.0,25.0,24.0,25.694166666666664,92.3625,1.2992824074074074,,90.97620833333333
2013-02-13,31.11,22.27,99.2,68.8,7.852,7.55,255.0,10.82,23.43,23.55,23.55,24.0,26.36916666666667,88.24791666666665,1.4123958333333333,,251.31195833333334
2013-02-14,35.77,21.88,100.0,49.02,21.69,13.080555555555556,354.0,44.15,23.54,23.67,23.67,24.0,25.6725,93.5675,1.489675925925926,,151.07304166666668
2013-02-15,32.75,23.32,100.0,66.61,13.04,12.46111111111111,249.0,8.61,24.39,24.67,24.67,24.0,26.225416666666664,91.5425,1.109386574074074,,172.02920833333334
2013-02-16,32.59,23.17,100.0,68.16,14.85,7.05,233.0,2.743,23.95,24.05,24.05,24.0,25.14625,94.94083333333333,1.1535416666666667,,160.330875
2013-02-17,32.46,22.93,100.0,68.47,13.84,5.969444444444444,100.0,37.92,23.29,23.29,23.29,24.0,26.47583333333333,87.72958333333334,1.6337037037037037,,275.30725
2013-02-18,34.72,22.65,100.0,57.07,23.76,12.38888888888889,232.0,0.0,22.97,24.27,24.27,24.0,27.44125,79.76083333333334,1.3035185185185185,,218.30675
2013-02-19,35.59,22.47,98.8,46.98,18.84,8.25,209.0,0.0,23.03,25.04,25.04,24.0,27.069166666666664,83.65124999999999,1.4627777777777775,,227.74249999999998
2013-02-20,33.25,23.19,97.6,57.81,19.65,5.519444444444445,67.0,0.0,24.42,25.86,25.86,24.0,27.674166666666665,85.52749999999999,1.3890856481481482,,214.12645833333332
2013-02-21,33.16,23.81,100.0,57.22,18.48,5.530555555555556,76.0,0.0,25.48,26.64,26.64,24.0,28.764166666666668,83.5125,1.3657407407407407,,294.58216666666664
2013-02-22,35.18,24.2,97.9,59.03,25.42,6.680555555555555,29.0,2.134,24.51,25.61,25.61,24.0,24.25708333333333,91.41250000000001,1.3074421296296295,,45.69970833333333
2013-02-23,27.67,21.16,99.9,81.7,3.944,5.388888888888888,277.0,28.78,20.97,21.34,21.34,24.0,23.208333333333332,89.99958333333335,1.3127314814814814,,116.72870833333333
2013-02-24,27.76,20.41,100.0,68.01,10.07,3.8694444444444445,216.0,1.8290000000000002,21.52,21.81,21.81,24.0,25.437916666666666,85.96625,1.4555439814814815,,282.18874999999997
2013-02-25,31.85,20.49,100.0,62.03,24.36,5.388888888888888,36.0,0.0,24.26,25.47,25.47,24.0,27.506249999999998,85.50791666666667,1.5976620370370371,,245.42437500000003
2013-02-26,35.11,22.68,100.0,59.22,21.18,12.6,216.0,41.17,22.86,22.86,22.86,24.0,24.0725,96.14583333333333,1.0290046296296296,,101.67475
2013-02-27,29.21,22.87,100.0,78.55,8.78,4.419444444444444,202.0,15.37,22.33,23.26,23.26,24.0,24.0,87.44125000000001,1.1614351851851852,,159.0725
2013-02-28,28.56,21.77,95.7,70.99,13.73,4.680555555555556,97.0,0.457,20.59,22.09,22.09,24.0,23.32166666666667,90.17166666666667,1.4314467592592592,,135.84533333333334
2013-03-01,29.68,20.58,98.6,66.21,11.72,4.811111111111111,224.0,1.143,22.85,23.67,23.67,24.0,26.155,78.20041666666667,1.941435185185185,,306.38666666666666
2013-03-02,31.2,22.11,99.1,38.72,26.45,8.719444444444445,55.0,0.0,21.14,24.01,24.01,24.0,26.202916666666667,79.97291666666668,1.866284722222222,,285.96875
2013-03-03,31.61,21.53,97.1,55.98,24.68,6.75,80.0,0.0,23.36,25.54,25.54,24.0,27.07375,81.1125,1.7425,,269.7391666666667
2013-03-04,34.18,22.13,99.6,48.97,23.28,6.21111111111111,13.0,0.0,23.85,24.86,24.86,24.0,26.781666666666666,87.28833333333334,1.202962962962963,,212.66854166666667
2013-03-05,36.41,22.62,100.0,51.49,18.35,7.638888888888888,100.0,15.6,22.13,22.66,22.66,24.0,21.4175,99.74166666666667,1.0024074074074074,,28.298833333333334
2013-03-06,22.84,19.2,100.0,96.4,2.442,4.769444444444445,169.0,24.76,19.35,19.35,19.35,24.0,21.575416666666666,94.28333333333335,1.135,,78.61800000000001
2013-03-07,24.59,19.13,100.0,81.1,6.785,3.730555555555555,216.0,0.457,21.53,21.53,21.53,24.0,24.15041666666667,95.54166666666667,1.1088194444444444,,117.04087499999999
2013-03-08,29.18,21.42,100.0,75.31,10.1,3.4694444444444446,221.0,8.53,24.39,24.39,24.39,24.0,27.032083333333333,89.30208333333333,1.2804050925925925,,214.57920833333333
2013-03-09,34.25,23.25,100.0,59.7,18.52,4.669444444444444,65.0,2.972,25.45,25.75,25.75,24.0,25.89125,95.7925,1.2186574074074075,,88.036625
2013-03-10,30.63,23.21,100.0,77.09,7.598,5.8694444444444445,198.0,2.286,23.3,23.55,23.55,24.0,26.663749999999997,88.17041666666667,1.474537037037037,,253.81770833333334
2013-03-11,35.86,22.74,100.0,52.03,21.91,13.91111111111111,240.0,47.37,23.55,23.55,23.55,24.0,25.025833333333335,90.93083333333334,1.362685185185185,,132.32783333333333
2013-03-12,30.14,22.38,100.0,70.33,11.42,5.75,33.0,0.0,23.88,23.95,23.95,24.0,26.446250000000003,92.07208333333334,1.0556944444444445,,165.28729166666668
2013-03-13,32.6,23.52,100.0,63.92,14.27,6.288888888888889,22.0,1.6,24.95,24.95,24.95,24.0,24.393333333333334,90.43958333333335,1.6626967592592592,,78.40216666666667
2013-03-14,28.84,22.49,100.0,75.94,6.766,8.538888888888888,25.0,4.801,19.74,22.57,22.57,24.0,21.60375,87.33625,1.044699074074074,,62.72241666666667
2013-03-15,23.82,19.69,99.6,73.65,5.413,3.4194444444444443,221.0,0.229,19.26,20.27,20.27,24.0,20.9575,98.77499999999999,1.665798611111111,,51.768375
2013-03-16,23.9,19.16,100.0,92.8,4.468,4.9111111111111105,220.0,20.19,21.77,21.77,21.77,24.0,22.797083333333333,97.79166666666667,1.7656018518518517,,96.50466666666667
2013-03-17,28.15,20.61,100.0,80.7,8.33,5.780555555555555,113.0,33.38,21.06,21.08,21.08,24.0,21.406666666666666,87.42416666666666,1.1954050925925925,,65.41116666666666
2013-03-18,24.07,19.27,99.8,74.45,5.645,5.861111111111112,113.0,0.229,16.93,19.5,19.5,24.0,20.36,88.54666666666667,1.4417592592592594,,106.60358333333333
2013-03-19,25.82,17.75,100.0,63.63,9.2,5.538888888888889,209.0,3.2,19.33,19.39,19.39,24.0,20.027916666666666,98.31666666666666,1.1207175925925925,,56.65833333333333
2013-03-20,22.89,18.8,100.0,90.6,4.89,4.238888888888889,216.0,8.46,20.0,20.0,20.0,24.0,21.344583333333333,99.13333333333333,1.6006828703703704,,55.762750000000004
2013-03-21,23.78,19.64,100.0,92.6,4.813,6.680555555555555,33.0,25.2,21.87,22.02,22.02,24.0,25.314166666666665,86.98208333333334,1.4454166666666666,,218.15458333333333
2013-03-22,32.54,21.08,100.0,58.91,18.83,5.011111111111111,37.0,0.0,22.8,23.01,23.01,24.0,24.4075,82.01333333333334,1.751226851851852,,214.67070833333332
2013-03-23,30.55,20.15,98.7,50.41,18.53,6.8999999999999995,219.0,0.0,19.96,22.35,22.35,24.0,22.71375,82.93541666666667,1.0740277777777778,,77.62066666666666
2013-03-24,26.39,21.24,93.0,68.08,6.699,4.388888888888889,13.0,0.0,19.36,21.59,21.59,24.0,20.068749999999998,94.03750000000001,1.3959837962962964,,37.384791666666665
2013-03-25,23.29,16.81,100.0,80.6,3.226,4.8500000000000005,210.0,18.75,17.63,17.63,17.63,24.0,20.890416666666667,93.52333333333333,1.2982175925925927,,129.91229166666668
2013-03-26,27.4,17.55,100.0,73.01,11.21,4.338888888888889,259.0,2.515,21.27,21.27,21.27,24.0,22.785416666666666,96.16250000000001,1.252210648148148,,78.788
2013-03-27,26.52,21.0,100.0,82.9,6.799,4.019444444444445,39.0,2.515,21.23,21.23,21.23,24.0,22.66625,86.1425,1.2362499999999998,,199.626625
2013-03-28,28.37,19.12,100.0,60.81,17.23,4.988888888888889,21.0,0.229,18.45,19.14,19.14,24.0,22.419166666666666,79.21416666666666,1.8141319444444444,,240.59833333333333
2013-03-29,30.62,16.91,100.0,48.29,20.76,7.911111111111111,220.0,0.0,18.52,21.48,21.48,24.0,22.78833333333333,81.54958333333333,1.5461574074074074,,254.796375
2013-03-30,29.15,19.14,97.5,53.31,21.99,5.111111111111111,59.0,0.686,19.77,20.16,20.16,24.0,21.63291666666667,92.74166666666667,1.1726504629629628,,122.43083333333334
2013-03-31,26.76,18.97,100.0,67.05,10.57,5.361111111111112,27.0,10.54,20.59,20.92,20.92,24.0,23.644166666666667,87.83625,1.401284722222222,,221.6172916666667
2013-04-01,30.21,19.26,100.0,59.19,19.13,5.75,79.0,0.229,22.23,22.86,22.86,24.0,25.116249999999997,86.11083333333333,1.312673611111111,,232.45833333333334
2013-04-02,31.6,21.19,100.0,57.04,20.06,5.55,44.0,0.0,23.23,23.85,23.85,24.0,23.741666666666664,97.05416666666667,0.7958333333333333,,44.77741666666666
2013-04-03,25.56,21.61,100.0,90.2,3.864,6.061111111111111,28.0,15.19,21.7,21.7,21.7,24.0,22.932916666666667,97.60000000000001,1.0607523148148148,,83.62291666666667
2013-04-04,27.19,21.29,100.0,80.4,7.217,4.080555555555556,197.0,23.77,22.59,22.59,22.59,24.0,24.6925,92.09375,1.2091087962962963,,150.96216666666666
2013-04-05,29.26,21.6,100.0,69.05,13.03,3.969444444444444,18.0,6.858,24.24,24.24,24.24,24.0,26.590833333333332,73.35791666666667,3.0032175925925926,,255.64241666666666
2013-04-06,32.05,20.6,100.0,41.61,22.07,10.65,30.0,11.96,18.39,20.84,20.84,24.0,23.17125,71.73666666666666,1.8076388888888888,,254.44041666666666
2013-04-07,31.57,17.34,93.8,42.96,21.96,6.730555555555555,219.0,0.0,18.14,20.12,20.12,24.0,22.804166666666664,83.22916666666667,1.382962962962963,,214.12758333333332
2013-04-08,29.29,17.17,98.7,59.92,18.48,4.480555555555555,53.0,0.0,21.58,22.47,22.47,24.0,22.625416666666666,90.83208333333333,1.108611111111111,,82.048875
2013-04-09,27.29,20.06,99.1,66.54,7.081,3.5888888888888886,216.0,4.801,20.39,20.56,20.56,24.0,22.712500000000002,88.57083333333333,1.2066782407407406,,162.53020833333332
2013-04-10,28.14,19.34,100.0,65.62,14.03,4.161111111111111,96.0,0.229,20.48,20.93,20.93,24.0,23.00708333333333,88.46208333333334,1.6134606481481482,,158.05445833333332
2013-04-11,28.5,19.56,100.0,67.18,13.64,7.019444444444444,68.0,0.229,20.49,22.68,22.68,24.0,23.737916666666667,85.81291666666668,1.8733564814814816,,154.31283333333334
2013-04-12,29.44,19.46,99.5,62.79,13.32,6.549999999999999,35.0,0.0,22.31,24.31,24.31,24.0,23.5425,93.21375,1.5034722222222223,,110.32237500000001
2013-04-13,29.06,20.7,100.0,72.1,9.52,10.769444444444446,215.0,40.18,20.79,20.79,20.79,24.0,20.657083333333333,96.27499999999999,1.5075231481481481,,45.425875
2013-04-14,24.29,18.22,100.0,80.7,3.92,8.161111111111111,220.0,2.972,18.05,18.32,18.32,24.0,18.99833333333333,81.35083333333334,1.3797800925925925,,238.36
2013-04-15,25.45,14.76,100.0,35.55,20.57,4.95,214.0,0.0,14.57,15.24,15.24,24.0,19.965833333333332,75.73458333333333,1.4864004629629628,,237.09691666666666
2013-04-16,29.96,13.17,99.6,34.1,20.46,4.361111111111111,31.0,0.0,15.71,18.13,18.13,24.0,21.69333333333333,67.66458333333334,2.434386574074074,,227.56537500000002
2013-04-17,29.17,17.06,93.2,39.69,19.64,11.05,247.0,0.0,17.0,18.13,18.13,24.0,20.147916666666667,75.82041666666667,1.3454976851851852,,226.35025
2013-04-18,28.02,13.67,97.7,40.68,19.54,4.238888888888889,54.0,0.0,17.55,19.59,19.59,24.0,20.932916666666667,82.35458333333334,1.265324074074074,,177.00204166666666
2013-04-19,27.4,16.23,99.0,53.27,15.28,4.811111111111111,17.0,0.0,18.14,19.6,19.6,24.0,21.285,84.48333333333333,1.3196412037037037,,197.69933333333333
2013-04-20,29.06,16.91,100.0,48.85,17.06,4.311111111111111,54.0,0.0,18.18,18.85,18.85,24.0,21.215,80.5125,1.0039583333333333,,192.76341666666667
2013-04-21,28.57,16.82,100.0,48.72,16.64,3.4499999999999997,42.0,0.0,16.39,18.08,18.08,24.0,20.655416666666667,83.93124999999999,1.4820833333333334,,196.21483333333333
2013-04-22,27.82,16.28,97.6,58.45,16.93,4.280555555555556,209.0,0.0,18.24,19.1,19.1,24.0,20.789583333333333,79.88833333333334,1.3824421296296296,,157.81741666666667
2013-04-23,28.41,16.89,99.9,40.74,13.62,4.1,29.0,0.0,16.84,18.05,18.05,24.0,19.97125,92.19083333333333,1.5708564814814814,,92.93770833333333
2013-04-24,24.13,17.41,100.0,73.54,8.02,4.969444444444444,254.0,4.115,19.09,19.09,19.09,24.0,20.828333333333333,93.51791666666666,1.1824884259259258,,109.80883333333333
2013-04-25,27.16,18.56,100.0,65.38,9.48,3.7805555555555554,323.0,1.143,19.38,19.5,19.5,24.0,22.240416666666665,84.38000000000001,1.2920949074074073,,196.70758333333333
2013-04-26,28.35,18.74,100.0,46.65,16.98,5.199999999999999,68.0,0.0,19.19,19.67,19.67,24.0,22.346249999999998,83.10625,1.3703356481481481,,201.69020833333332
2013-04-27,30.18,17.09,100.0,47.59,17.41,4.95,29.0,0.0,19.18,19.68,19.68,24.0,21.772499999999997,84.97583333333334,1.4191203703703703,,191.22858333333332
2013-04-28,28.64,16.74,100.0,53.49,16.5,4.8694444444444445,52.0,0.0,18.68,19.18,19.18,24.0,21.7,83.91958333333334,1.3647337962962964,,201.07529166666666
2013-04-29,28.31,16.36,100.0,56.55,17.35,4.5,47.0,0.0,18.85,19.96,19.96,24.0,22.12625,87.085,1.1509606481481482,,142.40095833333334
2013-04-30,28.98,17.57,100.0,60.94,12.29,3.961111111111111,220.0,0.0,20.15,20.73,20.73,24.0,23.715416666666666,80.89083333333333,1.3776620370370372,,195.30116666666666
2013-05-01,31.6,18.92,100.0,49.58,16.85,4.961111111111111,66.0,0.0,20.16,21.4,21.4,24.0,21.965,96.60416666666667,1.0553009259259258,,36.041583333333335
2013-05-02,23.87,20.58,100.0,91.2,3.111,3.3805555555555555,228.0,0.686,21.57,21.57,21.57,24.0,24.386666666666667,89.07625,1.4152199074074074,,181.55883333333335
2013-05-03,30.82,21.28,100.0,64.16,15.67,5.6,48.0,0.229,21.76,22.27,22.27,24.0,24.441666666666666,89.60333333333334,1.2371064814814814,,154.45745833333334
2013-05-04,30.95,21.14,100.0,63.48,13.33,4.769444444444445,58.0,0.0,21.77,21.95,21.95,24.0,24.646666666666665,86.27083333333333,0.9796412037037037,,170.72491666666667
2013-05-05,35.45,20.63,100.0,42.31,14.73,4.51111111111111,76.0,0.0,21.16,21.78,21.78,24.0,19.301666666666666,99.30416666666667,1.2121412037037036,,12.306
2013-05-06,21.81,13.78,100.0,95.4,1.062,5.85,200.0,46.41,14.71,14.71,14.71,24.0,18.083333333333332,82.19625,1.5065277777777777,,199.61912500000003
2013-05-07,25.57,13.39,100.0,48.2,17.23,6.449999999999999,210.0,0.229,14.7,15.45,15.45,24.0,18.542083333333334,67.47583333333334,2.467083333333333,,189.54625
2013-05-08,27.83,12.34,100.0,30.68,16.36,13.200000000000001,221.0,0.0,6.321,14.88,14.88,24.0,16.053333333333335,61.61333333333334,1.9776041666666666,,202.33862499999998
2013-05-09,24.63,9.31,92.4,26.79,17.46,6.3,202.0,0.0,10.6,12.24,12.24,24.0,17.069583333333334,74.47500000000001,1.491122685185185,,197.89325
2013-05-10,27.43,9.77,97.9,36.9,17.08,3.711111111111111,193.0,0.0,12.9,14.16,14.16,24.0,17.975416666666664,81.34666666666666,1.5986342592592593,,194.155
2013-05-11,26.62,10.79,97.4,53.31,16.76,5.5,49.0,0.0,17.52,18.17,18.17,24.0,20.765,86.38,1.3659143518518517,,181.4467083333333
2013-05-12,27.47,15.16,100.0,56.74,15.66,5.530555555555556,29.0,0.0,19.68,20.85,20.85,24.0,22.11916666666667,87.9825,1.0906828703703704,,130.62908333333334
2013-05-13,27.51,18.8,99.2,66.19,11.27,4.1194444444444445,53.0,0.0,19.91,20.3,20.3,24.0,22.08125,92.3675,0.9738425925925926,,109.39695833333333
2013-05-14,27.56,18.87,100.0,71.02,9.44,3.5,83.0,0.0,21.59,21.59,21.59,24.0,23.591250000000002,90.1675,1.2465972222222221,,125.46441666666668
2013-05-15,30.38,20.15,100.0,59.61,10.83,4.980555555555555,214.0,0.0,21.58,21.8,21.8,24.0,22.485416666666666,90.87291666666665,1.402986111111111,,46.86029166666666
2013-05-16,25.37,19.49,100.0,65.79,4.045,5.8805555555555555,230.0,0.686,19.88,21.79,21.79,24.0,18.588333333333335,96.13333333333333,1.4094212962962962,,16.129041666666666
2013-05-17,23.14,14.33,99.8,79.32,1.396,5.0,36.0,7.772,12.69,14.33,14.33,24.0,15.7425,82.79208333333334,1.0311689814814815,,72.787125
2013-05-18,19.08,13.41,94.9,62.93,6.2780000000000005,3.438888888888889,10.0,0.0,14.11,15.37,15.37,24.0,15.876249999999999,97.50833333333333,1.670138888888889,,33.069125
2013-05-19,16.83,14.94,100.0,92.2,2.854,4.211111111111111,229.0,1.6,16.52,16.52,16.52,24.0,18.31625,98.69583333333333,1.2735185185185185,,44.41395833333333
2013-05-20,21.54,16.49,100.0,90.9,3.833,4.338888888888889,220.0,1.3719999999999999,18.88,18.88,18.88,24.0,21.44666666666667,92.1075,1.1902662037037037,,146.86566666666667
2013-05-21,28.38,18.09,100.0,66.82,12.68,7.088888888888889,208.0,0.914,19.88,20.0,20.0,24.0,21.058333333333334,92.25083333333333,0.9860648148148147,,125.131875
2013-05-22,27.26,18.78,100.0,65.05,10.8,4.638888888888888,32.0,0.0,19.3,19.96,19.96,24.0,18.822916666666668,97.54583333333333,0.6616319444444444,,24.546666666666667
2013-05-23,20.05,17.18,100.0,91.4,2.118,3.661111111111111,249.0,4.343,17.25,17.25,17.25,24.0,18.566666666666666,91.32708333333333,1.1133912037037037,,75.66891666666666
2013-05-24,23.84,16.11,100.0,70.24,6.531,4.0,,17.53,17.6,17.6,17.6,24.0,18.267500000000002,96.02916666666665,1.9711458333333332,,74.3475
2013-05-25,22.81,15.85,100.0,75.23,6.416,4.030555555555555,242.0,21.03,15.85,15.85,15.85,24.0,18.43,90.2925,0.9784027777777777,,155.77770833333332
2013-05-26,25.98,14.27,100.0,61.98,13.44,3.9305555555555554,194.0,0.0,17.34,18.54,18.54,24.0,19.230833333333333,90.4925,1.3249421296296295,,115.14083333333333
2013-05-27,25.22,16.65,99.5,65.41,9.94,4.9,64.0,2.057,17.07,17.41,17.41,24.0,18.309583333333332,97.73333333333333,1.2817939814814814,,46.770916666666665
2013-05-28,22.61,16.59,100.0,83.9,4.037,4.530555555555555,210.0,13.03,16.97,16.97,16.97,24.0,17.752916666666668,99.83333333333333,1.6533912037037037,,26.554458333333333
2013-05-29,19.64,16.14,100.0,95.6,2.292,6.888888888888889,250.0,6.172,17.73,17.73,17.73,24.0,20.919999999999998,88.75333333333333,1.6012268518518518,,158.04049999999998
2013-05-30,27.85,15.68,100.0,61.93,13.65,12.03888888888889,235.0,4.115,18.05,19.98,19.98,24.0,19.3,63.70708333333334,3.6722800925925925,,153.467875
2013-05-31,23.78,12.39,89.5,32.88,13.23,11.61111111111111,221.0,0.0,9.75,12.39,12.39,24.0,15.981250000000001,79.13833333333334,1.5889814814814816,,156.8845
2013-06-01,23.07,9.88,95.7,47.29,13.54,6.1611111111111105,55.0,0.0,15.28,15.98,15.98,24.0,18.94875,88.93583333333333,1.4868402777777776,,155.42466666666667
2013-06-02,26.31,13.43,100.0,61.73,13.41,7.480555555555555,197.0,17.25,18.74,18.74,18.74,24.0,20.004166666666666,96.48333333333333,1.4099652777777776,,73.42220833333333
2013-06-03,24.59,18.18,100.0,79.92,6.337,12.4,239.0,13.72,18.99,19.0,19.0,24.0,19.55666666666667,88.80583333333334,0.9885185185185185,,107.92033333333335
2013-06-04,24.56,17.15,99.8,69.18,9.31,5.369444444444444,24.0,0.0,16.31,17.15,17.15,24.0,18.90375,88.89625000000001,1.062696759259259,,119.527125
2013-06-05,24.99,15.45,100.0,61.33,10.32,4.211111111111111,36.0,0.229,15.74,15.8,15.8,24.0,18.622083333333332,85.9525,1.4395949074074075,,164.25416666666666
2013-06-06,28.35,12.92,100.0,49.99,14.18,4.030555555555555,192.0,0.0,16.02,16.31,16.31,24.0,19.473333333333333,84.48166666666667,1.461099537037037,,154.53783333333334
2013-06-07,28.81,13.12,100.0,52.93,13.34,4.55,23.0,0.0,16.82,17.84,17.84,24.0,18.700416666666666,91.05458333333333,0.9923032407407407,,65.55325
2013-06-08,22.51,16.27,98.6,76.51,5.657,3.488888888888889,143.0,0.0,18.01,18.74,18.74,24.0,19.747916666666665,88.79375,1.0632291666666667,,141.84858333333332
2013-06-09,26.75,15.58,100.0,60.07,12.24,3.969444444444444,91.0,0.0,15.98,16.7,16.7,24.0,18.90791666666667,87.3,1.4509375,,130.05554166666667
2013-06-10,24.59,15.5,97.3,62.91,11.22,4.719444444444444,27.0,0.0,17.66,18.09,18.09,24.0,19.737916666666667,91.31083333333333,1.2155787037037038,,137.77700000000002
2013-06-11,26.77,14.69,100.0,62.06,11.89,4.46111111111111,216.0,0.0,18.23,19.1,19.1,24.0,19.77,93.16250000000001,0.6800810185185185,,45.1145
