date,temp_max,temp_min,umid_max,umid_min,solar_total,gust_max,gust_dir,prec,dewpoint,heat_index,wind_chill,n_hours,temp_mean,umid_mean,ws_mean,solar_mean
2012-08-31,23.01,13.78,99.8,62.27,8.68,4.580555555555555,80.0,0.686,13.93,13.96,13.96,24.0,17.237083333333334,85.29041666666667,1.0031597222222222,233.58245833333334
2012-09-01,25.66,11.45,100.0,53.53,20.17,4.769444444444445,66.0,0.0,14.67,14.67,14.67,24.0,18.10125,88.35833333333333,0.9928819444444444,194.94112499999997
2012-09-02,26.86,12.79,100.0,57.08,16.83,5.230555555555555,72.0,0.0,17.42,17.85,17.85,24.0,20.615416666666665,85.32416666666667,0.9029976851851852,206.0685
2012-09-03,27.92,16.81,99.8,53.91,17.8,4.138888888888889,81.0,0.0,16.79,16.89,16.89,24.0,17.922083333333333,90.19666666666666,1.466400462962963,62.020999999999994
2012-09-04,23.34,15.18,100.0,64.18,5.356,6.111111111111111,82.0,1.143,14.88,15.21,15.21,24.0,16.180416666666666,92.35583333333334,1.1661574074074073,73.67516666666667
2012-09-05,19.85,14.51,98.7,70.34,6.3629999999999995,7.569444444444445,91.0,0.229,15.06,15.76,15.76,24.0,18.4525,84.52125,1.140775462962963,222.52791666666667
2012-09-06,26.58,12.8,100.0,53.61,19.22,5.461111111111111,86.0,0.0,14.6,14.62,14.62,24.0,17.0325,93.18166666666667,0.8032175925925925,103.458375
2012-09-07,23.69,13.06,100.0,67.78,8.93,3.1694444444444443,349.0,0.229,16.77,16.8,16.8,24.0,19.849999999999998,89.12875000000001,0.771875,87.08670833333333
2012-09-08,24.58,16.8,99.8,67.0,7.52,4.019444444444445,82.0,0.0,18.39,18.97,18.97,24.0,21.200416666666666,89.05958333333332,0.729375,148.50783333333334
2012-09-09,28.04,16.76,100.0,63.83,12.82,3.6888888888888887,64.0,0.0,19.43,19.61,19.61,24.0,19.73125,92.74583333333334,1.4052893518518517,27.928749999999997
2012-09-10,20.76,18.27,99.5,81.1,2.411,5.288888888888889,88.0,0.0,17.87,18.29,18.29,24.0,18.989166666666666,97.1125,1.0518287037037037,38.69829166666667
2012-09-11,21.1,17.74,99.8,87.9,3.342,5.511111111111111,230.0,14.17,18.6,18.63,18.63,24.0,21.37125,85.56,1.428275462962963,201.04054166666666
2012-09-12,27.62,17.59,100.0,54.91,17.36,5.688888888888889,265.0,0.0,17.92,19.25,19.25,24.0,20.544166666666666,86.01416666666667,1.336423611111111,127.75145833333333
2012-09-13,25.24,17.41,99.5,65.21,11.03,7.361111111111111,55.0,27.36,18.23,18.3,18.3,24.0,19.23875,90.93374999999999,1.2158564814814814,85.75183333333332
2012-09-14,22.34,16.79,99.9,72.2,7.405,5.411111111111111,82.0,0.686,16.68,16.87,16.87,24.0,19.44625,90.71541666666667,1.4030671296296295,100.09070833333334
2012-09-15,23.71,16.59,99.7,70.23,8.64,6.069444444444445,45.0,0.686,18.35,18.74,18.74,24.0,20.742083333333333,87.65791666666667,1.4519444444444443,212.32950000000002
2012-09-16,26.26,15.44,100.0,56.16,18.34,6.8999999999999995,83.0,0.0,19.67,20.3,20.3,24.0,21.486666666666665,88.80958333333332,0.881261574074074,119.7115
2012-09-17,27.01,18.74,98.7,65.79,10.34,5.961111111111111,143.0,0.0,18.56,18.76,18.76,24.0,22.47083333333333,85.54375,1.1827430555555556,200.18695833333334
2012-09-18,32.85,16.19,100.0,52.31,17.29,5.3,73.0,0.0,19.82,20.3,20.3,24.0,22.712083333333336,88.34916666666668,1.168101851851852,145.0825
2012-09-19,28.04,19.66,97.9,67.71,12.53,4.638888888888888,69.0,0.0,20.48,20.82,20.82,24.0,23.927083333333332,75.61333333333333,2.289733796296296,65.223875
2012-09-20,29.42,20.16,98.2,46.68,5.632,13.3,313.0,0.0,12.05,21.87,21.87,24.0,19.50875,60.08958333333334,1.8359606481481483,270.736
2012-09-21,26.04,13.65,98.4,33.7,23.38,9.8,265.0,0.0,14.53,14.85,14.85,24.0,17.677916666666665,90.09625,1.0155324074074075,97.28504166666666
2012-09-22,25.18,14.79,99.1,57.73,8.4,5.261111111111111,75.0,17.83,14.77,15.26,15.26,24.0,17.154166666666665,73.72125,1.2155092592592591,276.0455
2012-09-23,25.56,11.28,100.0,30.23,23.84,7.1305555555555555,77.0,0.0,11.14,11.28,11.28,24.0,15.964166666666666,85.09791666666666,1.3446412037037037,129.10991666666666
2012-09-24,21.89,10.67,100.0,59.07,11.15,6.1,52.0,0.0,12.66,12.8,12.8,24.0,18.622083333333332,85.81916666666666,1.1963541666666666,172.95158333333333
2012-09-25,25.82,12.49,100.0,60.44,14.94,5.911111111111111,64.0,0.0,18.66,19.59,19.59,24.0,17.732916666666664,93.9375,1.319525462962963,24.125583333333335
2012-09-26,20.09,11.64,99.4,82.3,2.083,6.1611111111111105,66.0,10.74,11.46,11.69,11.69,24.0,14.062916666666666,59.2425,2.0829976851851852,276.981375
2012-09-27,21.04,9.45,98.9,32.92,23.92,11.269444444444444,268.0,0.0,8.59,9.68,9.68,24.0,14.207500000000001,79.92208333333333,1.2168402777777778,161.024625
2012-09-28,20.58,8.34,98.9,52.38,13.91,8.030555555555555,161.0,0.0,11.17,11.39,11.39,24.0,15.211666666666666,91.41875,1.4285763888888887,117.29175
2012-09-29,20.86,10.97,99.3,62.39,10.13,9.188888888888888,85.0,4.343,13.96,14.07,14.07,24.0,17.1975,87.16458333333333,2.015775462962963,184.75558333333333
2012-09-30,22.97,11.87,100.0,61.96,15.95,8.919444444444444,85.0,0.686,16.13,16.91,16.91,24.0,18.392500000000002,88.24041666666666,1.574259259259259,109.39295833333334
2012-10-01,22.31,14.79,99.1,69.84,9.45,7.4,78.0,2.286,14.89,15.02,15.02,24.0,17.20416666666667,93.63041666666668,1.0610532407407407,77.280125
2012-10-02,23.13,13.51,100.0,65.66,6.674,7.138888888888888,357.0,10.62,15.84,16.15,16.15,24.0,19.622083333333332,88.40083333333332,0.9866203703703703,177.51883333333333
2012-10-03,25.8,14.39,100.0,61.65,15.33,4.011111111111111,76.0,0.0,18.86,19.28,19.28,24.0,21.18916666666667,89.68875000000001,0.9099189814814815,107.09825000000001
2012-10-04,25.69,18.73,99.0,67.2,9.25,4.280555555555556,222.0,0.0,19.27,19.43,19.43,24.0,20.705000000000002,94.46666666666665,0.6181365740740741,43.451375000000006
2012-10-05,22.84,19.26,99.1,83.1,3.752,2.0999999999999996,202.0,0.457,20.06,20.31,20.31,24.0,21.54375,93.51166666666667,0.5977199074074074,60.71866666666667
2012-10-06,25.11,19.86,99.9,77.5,5.244,3.1111111111111107,83.0,0.229,20.36,20.52,20.52,24.0,21.757499999999997,94.63958333333333,0.9505787037037038,84.82237500000001
2012-10-07,26.67,20.16,99.7,75.45,7.325,4.238888888888889,82.0,0.457,20.08,20.17,20.17,24.0,22.400000000000002,88.81666666666666,0.9360763888888889,159.64745833333333
2012-10-08,29.45,19.84,100.0,60.99,13.79,4.55,85.0,0.457,19.79,20.9,20.9,24.0,22.523333333333337,84.18458333333334,0.9340509259259259,181.851375
2012-10-09,29.33,19.26,98.7,51.97,15.7,4.961111111111111,80.0,0.0,19.32,19.52,19.52,24.0,22.963333333333335,83.39333333333333,1.2039930555555556,251.21808333333334
2012-10-10,30.11,19.06,99.1,53.48,21.7,5.469444444444445,85.0,0.0,20.24,21.08,21.08,24.0,21.744583333333335,94.68916666666667,0.8440162037037037,38.71325
2012-10-11,24.95,20.0,99.5,77.18,3.343,4.5,88.0,11.68,20.52,20.68,20.68,24.0,17.572083333333335,95.40416666666665,1.229259259259259,37.223125
2012-10-12,20.72,16.16,98.9,85.9,3.215,4.469444444444444,135.0,24.23,15.47,16.18,16.18,24.0,16.97458333333333,93.77583333333332,1.1422800925925924,73.08345833333333
2012-10-13,20.94,15.76,99.3,69.72,6.311,4.180555555555555,146.0,13.94,15.29,16.63,16.63,24.0,17.389583333333334,88.99125,1.1535185185185186,106.774375
2012-10-14,21.58,15.0,98.6,69.7,9.22,5.080555555555555,50.0,4.343,15.53,15.88,15.88,24.0,17.74416666666667,84.57791666666667,1.416099537037037,104.79837500000001
2012-10-15,21.27,15.4,99.0,56.82,9.05,7.9,80.0,0.457,15.43,16.14,16.14,24.0,19.186666666666667,78.86166666666666,1.8548032407407407,181.20337500000002
2012-10-16,23.78,15.44,98.3,50.11,15.65,7.5,79.0,0.0,15.6,19.06,19.06,24.0,20.018333333333334,82.90916666666666,1.6371296296296294,193.882625
2012-10-17,26.28,15.38,96.8,56.69,16.74,9.65,64.0,0.0,18.73,19.62,19.62,24.0,23.270416666666666,82.94416666666667,1.223148148148148,271.312125
2012-10-18,31.57,18.15,99.0,52.13,23.43,5.788888888888889,48.0,0.0,18.64,18.8,18.8,24.0,21.04375,77.14541666666666,1.4915856481481482,271.7857916666667
2012-10-19,29.58,14.94,99.7,36.15,23.47,7.4,98.0,0.0,16.94,17.66,17.66,24.0,19.712500000000002,84.58291666666666,1.5786689814814814,105.248625
2012-10-20,23.45,17.05,97.8,62.89,9.09,5.1499999999999995,72.0,0.0,17.73,18.7,18.7,24.0,21.602083333333336,85.74166666666667,1.0121180555555556,185.51475000000002
2012-10-21,27.41,18.08,98.3,61.32,16.02,4.069444444444445,105.0,0.0,19.61,19.87,19.87,24.0,22.196250000000003,93.34791666666666,1.0033796296296296,111.79366666666665
2012-10-22,28.69,18.86,100.0,70.28,9.65,5.319444444444444,11.0,2.972,21.2,21.43,21.43,24.0,23.25791666666667,90.73666666666666,1.2434722222222223,151.34341666666668
2012-10-23,29.28,20.41,99.6,66.03,13.07,9.019444444444444,194.0,39.95,20.3,20.46,20.46,24.0,22.16333333333333,88.16041666666666,1.3366203703703705,83.6945
2012-10-24,28.16,19.46,99.7,51.01,7.228,7.688888888888888,268.0,19.66,17.7,21.71,21.71,24.0,22.372083333333332,67.9875,1.7821875,313.30766666666665
2012-10-25,28.32,17.87,97.0,45.85,27.06,6.969444444444444,78.0,0.0,18.19,18.66,18.66,24.0,19.49833333333333,97.90416666666665,0.9704050925925926,30.268416666666667
2012-10-26,22.01,18.0,99.8,87.4,2.614,3.9388888888888887,56.0,12.34,18.76,18.96,18.96,24.0,19.486666666666668,99.15416666666665,0.9268518518518518,18.817541666666667
2012-10-27,20.4,18.55,100.0,97.0,1.625,8.180555555555555,245.0,28.17,19.36,19.38,19.38,24.0,23.527083333333334,87.78125,0.8985300925925926,233.039125
2012-10-28,30.58,18.64,100.0,62.4,20.12,2.861111111111111,352.0,0.0,21.85,21.98,21.98,24.0,25.095416666666665,87.60125,1.0518287037037035,187.317375
2012-10-29,33.69,21.21,100.0,49.53,16.18,6.35,78.0,0.0,22.89,23.14,23.14,24.0,23.997083333333332,92.03541666666666,1.467847222222222,107.09679166666666
2012-10-30,28.19,21.93,99.3,74.0,9.25,5.1611111111111105,75.0,0.0,21.84,21.95,21.95,24.0,25.274583333333336,86.72250000000001,1.2460879629629629,113.15241666666667
2012-10-31,33.18,21.85,100.0,39.88,9.77,12.788888888888888,268.0,0.229,21.42,22.75,22.75,24.0,24.31958333333333,85.86916666666667,1.0627893518518519,224.85720833333335
2012-11-01,34.41,20.14,98.7,47.56,19.42,7.869444444444444,147.0,13.69,19.5,20.14,20.14,24.0,20.219583333333333,92.19166666666666,1.4408333333333332,51.66325
2012-11-02,22.72,18.01,98.5,77.29,4.461,3.9388888888888887,57.0,0.457,17.69,18.17,18.17,24.0,19.29625,93.79583333333333,0.8917129629629629,67.81150000000001
2012-11-03,22.52,17.57,98.8,77.33,5.856,4.338888888888889,151.0,0.0,18.86,19.12,19.12,24.0,20.386666666666667,92.17916666666667,0.9625,105.5505
2012-11-04,23.57,18.62,99.5,77.08,9.11,4.3,137.0,1.8290000000000002,19.11,19.82,19.82,24.0,22.997083333333332,85.13333333333334,1.5108101851851854,264.94683333333336
2012-11-05,29.24,17.85,99.9,59.05,22.88,6.238888888888889,65.0,2.743,20.9,21.33,21.33,24.0,23.57875,84.90083333333332,1.553946759259259,242.48891666666665
2012-11-06,29.0,19.45,99.9,59.9,20.94,6.769444444444445,81.0,0.0,20.36,21.33,21.33,24.0,23.360833333333332,82.49041666666666,1.0858796296296296,212.19125
2012-11-07,29.5,19.3,98.8,56.56,18.32,5.569444444444445,77.0,0.0,19.35,20.14,20.14,24.0,23.17375,84.12166666666667,1.849537037037037,252.86804166666664
2012-11-08,28.84,18.71,99.4,53.47,21.84,7.6194444444444445,83.0,0.0,20.95,21.55,21.55,24.0,22.48875,94.315,1.2469212962962963,65.286875
2012-11-09,26.08,20.97,99.1,78.04,5.638,5.888888888888888,75.0,11.66,21.56,21.75,21.75,24.0,22.642916666666665,98.11666666666667,1.2148379629629629,50.77975
2012-11-10,24.08,21.41,99.9,93.7,4.385,5.969444444444444,82.0,65.61,22.42,22.43,22.43,24.0,23.675,93.96666666666665,1.1053935185185184,113.87366666666667
2012-11-11,28.17,22.22,100.0,75.29,9.83,4.338888888888889,38.0,13.03,21.99,22.49,22.49,24.0,25.858333333333334,84.62708333333333,1.176747685185185,274.351375
2012-11-12,33.9,21.14,99.7,58.22,23.69,5.680555555555555,88.0,0.0,22.45,24.05,24.05,24.0,21.9825,93.71249999999999,1.6651967592592591,57.5225
2012-11-13,24.15,19.62,98.8,84.4,4.967,5.311111111111111,83.0,5.944,19.53,19.76,19.76,24.0,19.685833333333335,84.14458333333333,1.122662037037037,122.79033333333332
2012-11-14,23.73,16.95,98.6,55.89,10.6,4.45,49.0,2.286,15.34,17.58,17.58,24.0,18.69,87.29333333333334,1.340335648148148,150.602375
2012-11-15,24.25,15.92,99.4,61.7,13.01,6.611111111111111,270.0,9.68,15.89,15.97,15.97,24.0,19.455833333333334,87.37916666666666,1.174085648148148,219.3255
2012-11-16,25.53,14.48,100.0,58.68,18.94,7.46111111111111,189.0,10.52,17.9,18.26,18.26,24.0,20.36583333333333,87.96791666666667,1.2043171296296296,149.848875
2012-11-17,24.97,17.57,99.3,65.1,12.94,5.361111111111112,56.0,5.258,18.0,18.32,18.32,24.0,20.835416666666667,83.06375,1.153148148148148,190.00666666666666
2012-11-18,26.74,16.96,99.5,50.91,16.41,5.780555555555555,70.0,0.0,17.09,17.44,17.44,24.0,21.037916666666668,81.67875,1.4111111111111112,208.00208333333333
2012-11-19,27.43,16.69,99.0,50.86,17.96,7.669444444444444,80.0,0.0,18.14,18.71,18.71,24.0,22.464166666666667,80.28625,1.4403472222222222,306.57666666666665
2012-11-20,28.8,16.65,99.8,49.32,26.48,6.030555555555556,90.0,0.0,20.09,21.8,21.8,24.0,24.93958333333333,79.5775,1.3247916666666668,315.85125
2012-11-21,32.78,19.47,98.0,49.85,27.27,6.3,51.0,0.0,20.54,21.35,21.35,24.0,23.888333333333335,78.10125000000001,1.204236111111111,293.81625
2012-11-22,29.6,19.68,98.6,50.33,25.37,6.3999999999999995,83.0,0.0,19.75,21.35,21.35,24.0,23.696250000000003,80.84708333333333,1.4164930555555555,223.09141666666667
2012-11-23,29.35,19.44,97.5,55.16,19.27,5.538888888888889,56.0,0.0,20.02,22.55,22.55,24.0,24.801666666666666,81.58666666666666,0.9107523148148148,234.54375000000002
2012-11-24,32.01,21.32,96.4,57.71,20.26,4.3999999999999995,130.0,0.229,21.68,22.27,22.27,24.0,23.455416666666668,88.98833333333333,1.030509259259259,140.81079166666666
2012-11-25,29.28,20.66,98.9,68.68,12.16,5.061111111111111,145.0,13.28,18.11,21.13,21.13,24.0,21.209166666666665,74.78083333333333,1.3582986111111113,218.53504166666667
2012-11-26,25.16,17.97,94.3,47.15,18.87,7.711111111111111,91.0,0.0,16.37,18.02,18.02,24.0,19.773333333333333,84.09875,0.9306944444444444,108.01916666666666
2012-11-27,25.24,14.76,98.0,57.57,9.33,4.138888888888889,65.0,0.0,18.62,19.72,19.72,24.0,22.13791666666667,84.62375,1.6012731481481481,184.340375
2012-11-28,26.48,18.65,97.4,63.34,15.92,6.438888888888888,65.0,8.46,18.23,18.73,18.73,24.0,23.924166666666665,78.97125,1.4127777777777777,326.13095833333335
2012-11-29,31.62,17.39,98.7,49.76,28.16,5.71111111111111,85.0,0.457,20.71,20.96,20.96,24.0,23.972916666666666,84.81416666666667,1.3121759259259258,240.66508333333334
2012-11-30,30.1,19.72,100.0,54.45,20.78,5.819444444444444,88.0,0.0,20.96,21.52,21.52,24.0,22.97,89.33999999999999,1.9785763888888888,123.41833333333334
2012-12-01,25.95,20.72,98.9,70.83,10.66,8.411111111111111,84.0,0.0,20.65,21.77,21.77,24.0,24.012916666666666,84.96708333333333,1.3860069444444445,226.66054166666666
2012-12-02,30.07,19.76,99.1,60.41,19.57,5.988888888888888,81.0,6.629,21.3,21.55,21.55,24.0,22.4175,94.32541666666667,0.8898032407407407,109.60775
2012-12-03,29.04,19.8,100.0,66.24,9.47,5.5888888888888895,268.0,24.16,21.2,21.35,21.35,24.0,24.150000000000002,88.38333333333333,1.1536574074074075,202.66004166666667
2012-12-04,31.12,20.46,100.0,62.63,17.5,6.019444444444445,73.0,0.0,22.37,23.41,23.41,24.0,25.368333333333336,85.19416666666667,1.4916782407407407,216.38166666666666
2012-12-05,30.68,21.23,98.9,59.89,18.69,6.519444444444444,89.0,0.0,23.14,23.9,23.9,24.0,25.937916666666666,87.58833333333332,1.0921180555555556,178.142125
2012-12-06,31.84,22.97,98.2,63.47,15.39,5.6499999999999995,73.0,0.0,23.12,23.87,23.87,24.0,27.222916666666666,83.77666666666667,1.256574074074074,300.9139166666667
2012-12-07,36.29,22.47,99.2,50.5,25.98,5.430555555555555,91.0,0.686,24.14,24.33,24.33,24.0,27.872500000000002,86.50375000000001,0.9851736111111111,192.6966666666667
2012-12-08,37.33,24.01,99.4,53.16,16.64,6.661111111111111,70.0,0.457,23.82,24.63,24.63,24.0,23.874583333333334,89.80874999999999,1.2395949074074075,57.4415
2012-12-09,25.84,21.49,97.7,75.18,4.96,5.169444444444444,78.0,0.686,21.08,21.56,21.56,24.0,23.31,90.89999999999999,1.0191666666666668,143.43470833333333
2012-12-10,28.25,20.81,99.7,68.66,12.39,5.011111111111111,48.0,1.143,21.9,22.45,22.45,24.0,25.852500000000003,83.19875,1.408935185185185,305.4422083333333
2012-12-11,32.17,21.13,98.5,54.1,26.38,6.15,79.0,0.0,23.3,24.54,24.54,24.0,26.578333333333333,76.99708333333334,2.334652777777778,118.07341666666667
2012-12-12,32.62,22.94,98.0,37.25,10.2,16.1,278.0,6.629,21.36,23.07,23.07,24.0,23.53125,92.52916666666665,0.9204745370370371,97.02995833333334
2012-12-13,28.18,22.18,98.4,74.77,8.38,4.288888888888889,11.0,0.457,22.15,22.43,22.43,24.0,24.18166666666667,91.45625,0.9302314814814814,119.50354166666666
2012-12-14,29.29,21.32,99.8,74.48,10.32,5.411111111111111,169.0,0.914,22.09,22.83,22.83,24.0,21.74083333333333,93.62083333333334,1.114861111111111,42.911375
2012-12-15,23.5,20.73,99.7,83.0,3.706,4.069444444444445,228.0,6.172,21.05,21.08,21.08,24.0,23.625416666666666,90.78916666666667,0.7710069444444444,118.74062500000001
2012-12-16,27.84,20.94,100.0,70.73,10.25,3.138888888888889,81.0,1.8290000000000002,22.79,22.88,22.88,24.0,24.59875,93.93291666666666,0.8196759259259259,106.590375
2012-12-17,29.35,22.14,100.0,74.04,9.21,3.0888888888888886,133.0,1.3719999999999999,23.9,24.07,24.07,24.0,27.708333333333332,82.95875,1.08125,268.0962083333333
2012-12-18,38.88,22.86,100.0,34.88,23.15,4.669444444444444,70.0,0.229,21.9,22.89,22.89,24.0,25.814166666666665,80.34333333333333,1.5216898148148148,282.9337083333333
2012-12-19,31.68,20.91,99.0,48.51,24.44,6.1611111111111105,76.0,0.0,22.8,23.96,23.96,24.0,24.86916666666667,92.84375,1.3083449074074074,136.52604166666666
2012-12-20,29.91,21.23,99.3,73.54,11.79,8.988888888888889,284.0,26.54,21.79,21.94,21.94,24.0,24.457083333333333,91.96249999999999,1.1249652777777779,228.779125
2012-12-21,33.05,20.98,99.9,65.28,19.76,11.869444444444444,300.0,14.07,22.65,22.72,22.72,24.0,25.406666666666666,89.74374999999999,1.090277777777778,169.00658333333334
2012-12-22,32.81,21.79,100.0,63.92,14.6,7.730555555555555,118.0,15.44,21.64,21.97,21.97,24.0,22.765416666666667,87.87291666666665,1.3712962962962962,116.42166666666667
2012-12-23,26.58,20.74,98.9,60.91,10.05,4.9111111111111105,134.0,1.143,20.53,20.84,20.84,24.0,23.335416666666664,84.41125000000001,1.1647800925925926,191.99883333333332
2012-12-24,28.21,19.18,99.6,56.09,16.58,5.019444444444445,75.0,0.457,21.25,22.26,22.26,24.0,25.70875,83.99083333333333,1.0919328703703703,300.6547083333333
2012-12-25,33.53,19.64,99.4,56.15,25.97,5.3805555555555555,73.0,0.0,24.22,25.27,25.27,24.0,28.974166666666665,82.1025,1.019826388888889,282.82908333333336
2012-12-26,37.66,24.06,98.6,55.44,24.42,4.46111111111111,60.0,0.0,24.38,25.35,25.35,24.0,29.292916666666667,77.34708333333333,1.2905555555555555,206.38066666666668
2012-12-27,39.24,23.05,96.4,36.06,17.82,7.530555555555555,272.0,3.658,22.94,23.53,23.53,24.0,22.320000000000004,95.45416666666667,1.2629629629629628,57.174749999999996
2012-12-28,23.92,21.0,99.1,84.5,4.937,3.530555555555556,281.0,14.17,20.98,21.19,21.19,24.0,23.711250000000003,91.44833333333334,0.989201388888889,171.02254166666668
2012-12-29,30.28,20.88,99.7,66.99,14.77,6.2,225.0,31.39,20.88,21.09,21.09,24.0,22.42,96.66666666666667,0.8321759259259259,50.82779166666666
2012-12-30,26.17,20.98,99.8,83.1,4.388,3.9305555555555554,134.0,31.55,21.47,21.5,21.5,24.0,23.97791666666667,91.48125,0.8815277777777778,151.315125
2012-12-31,30.02,20.81,100.0,67.64,13.07,3.1194444444444445,69.0,1.143,23.12,23.4,23.4,24.0,24.087083333333336,94.12291666666665,0.8668402777777778,108.27429166666666
2013-01-01,30.21,21.75,99.8,70.09,9.35,6.65,284.0,16.66,21.71,21.75,21.75,24.0,24.252916666666668,88.45666666666666,1.138576388888889,115.27891666666666
2013-01-02,31.98,21.45,100.0,48.26,9.96,7.2,307.0,2.743,20.1,21.91,21.91,24.0,20.127916666666668,90.22083333333335,1.2644675925925926,64.65175
2013-01-03,22.09,18.33,97.4,77.87,5.582,4.469444444444444,269.0,0.457,17.67,18.7,18.7,24.0,20.01625,91.2525,1.095023148148148,82.48979166666666
2013-01-04,23.43,18.22,98.8,71.8,7.123,6.280555555555555,62.0,0.686,19.12,19.3,19.3,24.0,21.092499999999998,96.14166666666667,1.071585648148148,109.92133333333334
2013-01-05,25.11,18.87,99.9,78.53,9.49,6.030555555555556,74.0,8.92,21.08,21.11,21.11,24.0,23.99,92.13375,1.217800925925926,139.14366666666666
2013-01-06,28.55,20.96,100.0,73.32,12.02,5.7,85.0,2.515,23.3,23.37,23.37,24.0,25.05541666666667,92.15249999999999,0.9888657407407407,149.91720833333332
2013-01-07,30.75,22.29,99.9,69.28,12.95,4.411111111111111,193.0,5.029,21.98,22.45,22.45,24.0,26.369583333333335,83.60833333333333,0.8448842592592593,254.50254166666664
2013-01-08,35.36,19.62,100.0,53.5,21.98,4.35,51.0,0.0,24.53,24.88,24.88,24.0,24.846249999999998,93.80916666666667,0.9062037037037037,66.1085
2013-01-09,28.75,22.62,99.4,68.73,5.709,6.219444444444444,77.0,4.343,22.9,23.04,23.04,24.0,24.170416666666668,94.49416666666667,0.8895949074074073,71.292125
2013-01-10,28.13,21.41,99.3,71.69,6.157,3.65,201.0,2.972,20.94,21.54,21.54,24.0,23.209166666666665,80.68125,1.2756944444444442,252.34516666666664
2013-01-11,28.14,19.2,98.4,54.81,21.79,7.330555555555556,136.0,0.0,18.36,19.64,19.64,24.0,21.964583333333334,74.1875,1.290625,286.1527916666667
2013-01-12,27.97,16.49,97.5,42.06,24.71,6.949999999999999,130.0,0.0,17.4,19.06,19.06,24.0,21.22125,80.74875,1.1791550925925927,257.48216666666667
2013-01-13,27.72,14.98,99.2,48.37,22.23,5.830555555555555,78.0,0.0,17.53,17.69,17.69,24.0,20.799583333333334,92.335,0.7394791666666666,119.20820833333333
2013-01-14,26.24,16.56,100.0,67.75,10.29,3.819444444444444,85.0,1.6,19.43,19.52,19.52,24.0,22.688333333333333,91.19125000000001,1.0464930555555554,116.84104166666667
2013-01-15,27.5,19.46,100.0,74.21,10.09,5.819444444444444,129.0,38.25,20.73,20.82,20.82,24.0,23.59958333333333,87.33916666666666,1.3200347222222222,243.41641666666666
2013-01-16,28.82,20.04,99.9,61.7,21.02,7.388888888888889,135.0,1.143,21.5,21.9,21.9,24.0,23.239583333333332,89.81458333333335,0.9174884259259258,116.14054166666666
2013-01-17,27.44,20.17,99.1,71.55,10.03,5.111111111111111,88.0,0.0,21.01,21.14,21.14,24.0,24.484583333333333,82.85000000000001,1.1956828703703704,278.8575
2013-01-18,32.5,19.2,100.0,48.77,24.08,6.419444444444444,67.0,0.0,21.77,22.71,22.71,24.0,23.652083333333334,88.78875,1.0665046296296297,191.34875
2013-01-19,31.17,20.48,99.9,55.59,16.52,8.269444444444444,202.0,25.12,20.87,21.04,21.04,24.0,23.36208333333333,85.08041666666666,1.187662037037037,208.76916666666668
2013-01-20,29.86,20.02,99.1,55.68,18.03,6.030555555555556,89.0,1.8290000000000002,19.43,20.02,20.02,24.0,22.787916666666664,83.65416666666667,1.1793865740740739,231.83858333333333
2013-01-21,29.14,19.12,98.9,53.8,20.02,7.469444444444444,134.0,12.9,19.44,19.67,19.67,24.0,22.29125,80.71374999999999,1.2544097222222221,261.670375
2013-01-22,27.47,17.81,99.0,48.23,22.6,5.3805555555555555,81.0,2.743,17.66,17.93,17.93,24.0,21.514166666666668,85.50999999999999,1.1486574074074074,155.51741666666666
2013-01-23,27.14,17.87,99.0,57.04,13.43,5.8805555555555555,52.0,1.6,18.75,19.47,19.47,24.0,22.383333333333336,88.68083333333334,1.4470949074074075,225.34745833333332
2013-01-24,28.12,19.08,99.3,63.42,19.46,6.688888888888888,85.0,2.515,21.41,22.11,22.11,24.0,24.995416666666667,83.29583333333333,1.3085069444444444,324.83875
2013-01-25,31.46,18.73,100.0,54.64,28.05,5.438888888888888,80.0,0.0,23.12,24.15,24.15,24.0,26.564583333333335,85.5825,1.0618287037037037,248.03479166666668
2013-01-26,36.06,21.72,99.8,44.56,21.42,9.2,51.0,4.521,22.8,22.92,22.92,24.0,22.543333333333333,85.82916666666667,1.6724074074074073,84.53679166666667
2013-01-27,24.91,18.9,99.2,69.63,7.3,5.6305555555555555,87.0,0.0,18.58,18.94,18.94,24.0,20.7175,89.51875,1.0375347222222222,76.55879166666666
2013-01-28,24.38,18.38,99.2,72.71,6.611,3.1111111111111107,267.0,0.686,19.74,20.46,20.46,24.0,23.684166666666666,83.99708333333334,1.4745023148148146,282.047125
2013-01-29,30.18,19.26,99.8,54.64,24.36,6.549999999999999,81.0,0.914,21.37,22.05,22.05,24.0,24.03125,84.00208333333333,1.3635185185185186,219.59383333333332
2013-01-30,31.33,19.96,99.7,44.93,18.97,6.919444444444444,75.0,0.0,19.77,19.98,19.98,24.0,22.730416666666667,88.0425,1.1626041666666667,154.74204166666667
2013-01-31,28.06,18.05,100.0,65.5,13.36,6.05,77.0,0.0,20.64,21.24,21.24,24.0,24.015833333333333,88.82833333333333,1.4411805555555555,154.33004166666666
2013-02-01,29.02,20.16,99.6,67.47,13.33,6.711111111111111,80.0,0.686,22.87,23.11,23.11,24.0,25.977083333333336,85.7075,1.4848842592592593,227.65558333333334
2013-02-02,32.47,21.95,99.6,57.3,19.66,6.838888888888889,59.0,0.0,24.23,25.02,25.02,24.0,26.650833333333335,86.77875,1.2545833333333334,231.70541666666665
