date,code,station,temp,umid,ws,wd,prec
2020-10-17 18:00:00,aeroporto,Aeroporto SBJV,21.0,73.09,4.62673223066607,110.0,
2020-10-17 19:00:00,aeroporto,Aeroporto SBJV,20.0,82.86,3.59856951274028,100.0,
2020-10-17 20:00:00,aeroporto,Aeroporto SBJV,19.0,88.18,1.02816271792579,350.0,
2020-10-17 21:00:00,aeroporto,Aeroporto SBJV,18.0,93.88,0.0,0.0,
2020-10-17 22:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-17 23:00:00,aeroporto,Aeroporto SBJV,18.0,93.88,1.02816271792579,270.0,
2020-10-18 00:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-18 01:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-18 02:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-18 03:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-18 04:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-18 05:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-18 06:00:00,aeroporto,Aeroporto SBJV,16.0,100.0,1.02816271792579,320.0,
2020-10-18 07:00:00,aeroporto,Aeroporto SBJV,18.0,93.88,0.0,0.0,
2020-10-18 08:00:00,aeroporto,Aeroporto SBJV,21.0,82.98,1.02816271792579,160.0,
2020-10-18 09:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-18 10:00:00,aeroporto,Aeroporto SBJV,23.0,73.44,2.05632543585159,130.0,
2020-10-18 11:00:00,aeroporto,Aeroporto SBJV,24.0,64.91,3.08448815377738,140.0,
2020-10-18 12:00:00,aeroporto,Aeroporto SBJV,24.0,64.91,5.65489494859186,100.0,
2020-10-18 13:00:00,aeroporto,Aeroporto SBJV,25.0,61.13,5.14081358962897,50.0,
2020-10-18 14:00:00,aeroporto,Aeroporto SBJV,24.0,64.91,4.62673223066607,60.0,
2020-10-18 15:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-18 16:00:00,aeroporto,Aeroporto SBJV,24.0,69.14,5.14081358962897,50.0,
2020-10-18 17:00:00,aeroporto,Aeroporto SBJV,23.0,68.94,5.14081358962897,70.0,
2020-10-18 18:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-18 19:00:00,aeroporto,Aeroporto SBJV,22.0,78.04,1.54224407688869,40.0,
2020-10-18 20:00:00,aeroporto,Aeroporto SBJV,22.0,78.04,1.02816271792579,230.0,
2020-10-18 21:00:00,aeroporto,Aeroporto SBJV,21.0,88.34,0.0,0.0,
2020-10-18 22:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-18 23:00:00,aeroporto,Aeroporto SBJV,22.0,83.09,2.57040679481448,20.0,
2020-10-19 00:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-19 01:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-19 02:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-19 03:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-19 04:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-19 05:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-19 06:00:00,aeroporto,Aeroporto SBJV,20.0,93.97,1.54224407688869,320.0,
2020-10-19 07:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-19 08:00:00,aeroporto,Aeroporto SBJV,22.0,88.43,0.0,0.0,
2020-10-19 09:00:00,aeroporto,Aeroporto SBJV,23.0,83.21,2.05632543585159,70.0,
2020-10-19 10:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-19 11:00:00,aeroporto,Aeroporto SBJV,25.0,78.48,2.57040679481448,10.0,
2020-10-19 12:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-19 13:00:00,aeroporto,Aeroporto SBJV,24.0,83.32,2.05632543585159,60.0,
2020-10-19 14:00:00,aeroporto,Aeroporto SBJV,24.0,78.34,2.05632543585159,50.0,
2020-10-19 15:00:00,aeroporto,Aeroporto SBJV,24.0,83.32,2.05632543585159,20.0,
2020-10-19 16:00:00,aeroporto,Aeroporto SBJV,24.0,83.32,1.54224407688869,40.0,
2020-10-19 17:00:00,aeroporto,Aeroporto SBJV,24.0,83.32,1.54224407688869,50.0,
2020-10-19 18:00:00,aeroporto,Aeroporto SBJV,23.0,83.21,2.05632543585159,70.0,
2020-10-19 19:00:00,aeroporto,Aeroporto SBJV,22.0,88.43,2.05632543585159,90.0,
2020-10-19 20:00:00,aeroporto,Aeroporto SBJV,23.0,83.21,2.05632543585159,70.0,
2020-10-19 21:00:00,aeroporto,Aeroporto SBJV,23.0,83.21,1.02816271792579,360.0,
2020-10-19 22:00:00,aeroporto,Aeroporto SBJV,23.0,83.21,1.54224407688869,10.0,
2020-10-19 23:00:00,aeroporto,Aeroporto SBJV,23.0,83.21,2.05632543585159,340.0,
2020-10-20 00:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-20 01:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-20 02:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-20 03:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-20 04:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-20 05:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-20 06:00:00,aeroporto,Aeroporto SBJV,21.0,100.0,0.0,0.0,
2020-10-20 07:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-20 08:00:00,aeroporto,Aeroporto SBJV,22.0,94.06,1.54224407688869,250.0,
2020-10-20 09:00:00,aeroporto,Aeroporto SBJV,24.0,83.32,2.05632543585159,170.0,
2020-10-20 10:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-20 11:00:00,aeroporto,Aeroporto SBJV,26.0,78.62,3.59856951274028,100.0,
2020-10-20 12:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-20 13:00:00,aeroporto,Aeroporto SBJV,28.0,69.9,3.08448815377738,140.0,
2020-10-20 14:00:00,aeroporto,Aeroporto SBJV,27.0,74.11,4.11265087170317,130.0,
2020-10-20 15:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-20 16:00:00,aeroporto,Aeroporto SBJV,27.0,69.71,3.08448815377738,20.0,
2020-10-20 17:00:00,aeroporto,Aeroporto SBJV,27.0,69.71,3.08448815377738,360.0,
2020-10-20 18:00:00,aeroporto,Aeroporto SBJV,25.0,78.48,2.05632543585159,30.0,
2020-10-20 19:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-20 20:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-20 21:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-20 22:00:00,aeroporto,Aeroporto SBJV,20.0,93.97,1.54224407688869,290.0,
2020-10-20 23:00:00,aeroporto,Aeroporto SBJV,19.0,100.0,1.02816271792579,200.0,
2020-10-21 00:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-21 01:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-21 02:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-21 03:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-21 04:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-21 05:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-21 06:00:00,aeroporto,Aeroporto SBJV,21.0,100.0,0.0,0.0,
2020-10-21 07:00:00,aeroporto,Aeroporto SBJV,21.0,100.0,1.02816271792579,180.0,
2020-10-21 08:00:00,aeroporto,Aeroporto SBJV,23.0,83.21,2.57040679481448,170.0,
2020-10-21 09:00:00,aeroporto,Aeroporto SBJV,24.0,83.32,2.57040679481448,150.0,
2020-10-21 10:00:00,aeroporto,Aeroporto SBJV,26.0,73.95,2.57040679481448,160.0,
2020-10-21 11:00:00,aeroporto,Aeroporto SBJV,25.0,78.48,6.68305766651766,120.0,
2020-10-21 12:00:00,aeroporto,Aeroporto SBJV,26.0,73.95,6.68305766651766,120.0,
2020-10-21 13:00:00,aeroporto,Aeroporto SBJV,26.0,69.52,6.16897630755476,120.0,
2020-10-21 14:00:00,aeroporto,Aeroporto SBJV,26.0,69.52,6.16897630755476,130.0,
2020-10-21 15:00:00,aeroporto,Aeroporto SBJV,26.0,69.52,4.62673223066607,120.0,
2020-10-21 16:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-21 17:00:00,aeroporto,Aeroporto SBJV,24.0,78.34,5.14081358962897,110.0,
2020-10-21 18:00:00,aeroporto,Aeroporto SBJV,23.0,83.21,4.11265087170317,140.0,
2020-10-21 19:00:00,aeroporto,Aeroporto SBJV,23.0,88.51,3.08448815377738,140.0,
2020-10-21 20:00:00,aeroporto,Aeroporto SBJV,22.0,94.06,3.08448815377738,130.0,
2020-10-21 21:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-21 22:00:00,aeroporto,Aeroporto SBJV,22.0,94.06,2.05632543585159,180.0,
2020-10-21 23:00:00,aeroporto,Aeroporto SBJV,22.0,88.43,2.05632543585159,170.0,
2020-10-22 00:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-22 01:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-22 02:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-22 03:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-22 04:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-22 05:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-22 06:00:00,aeroporto,Aeroporto SBJV,19.0,100.0,1.02816271792579,120.0,
2020-10-22 07:00:00,aeroporto,Aeroporto SBJV,21.0,100.0,2.05632543585159,60.0,
2020-10-22 08:00:00,aeroporto,Aeroporto SBJV,23.0,94.1,2.05632543585159,90.0,
2020-10-22 09:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-22 10:00:00,aeroporto,Aeroporto SBJV,24.0,88.59,2.05632543585159,120.0,
2020-10-22 11:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-22 12:00:00,aeroporto,Aeroporto SBJV,26.0,69.52,5.14081358962897,60.0,
2020-10-22 13:00:00,aeroporto,Aeroporto SBJV,26.0,69.52,6.16897630755476,60.0,
2020-10-22 14:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-22 15:00:00,aeroporto,Aeroporto SBJV,27.0,65.54,6.16897630755476,50.0,
2020-10-22 16:00:00,aeroporto,Aeroporto SBJV,26.0,69.52,4.62673223066607,60.0,
2020-10-22 17:00:00,aeroporto,Aeroporto SBJV,24.0,73.61,4.62673223066607,70.0,
2020-10-22 18:00:00,aeroporto,Aeroporto SBJV,23.0,83.21,5.14081358962897,80.0,
2020-10-22 19:00:00,aeroporto,Aeroporto SBJV,22.0,88.43,3.08448815377738,90.0,
2020-10-22 20:00:00,aeroporto,Aeroporto SBJV,21.0,94.01,3.08448815377738,80.0,
2020-10-22 21:00:00,aeroporto,Aeroporto SBJV,22.0,83.09,4.11265087170317,90.0,
2020-10-22 22:00:00,aeroporto,Aeroporto SBJV,22.0,88.43,3.59856951274028,80.0,
2020-10-22 23:00:00,aeroporto,Aeroporto SBJV,22.0,83.09,5.14081358962897,80.0,
2020-10-23 00:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-23 01:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-23 02:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-23 03:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-23 04:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-23 05:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-23 06:00:00,aeroporto,Aeroporto SBJV,21.0,94.01,1.02816271792579,50.0,
2020-10-23 07:00:00,aeroporto,Aeroporto SBJV,22.0,83.09,1.02816271792579,60.0,
2020-10-23 08:00:00,aeroporto,Aeroporto SBJV,22.0,88.43,2.05632543585159,330.0,
2020-10-23 09:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-23 10:00:00,aeroporto,Aeroporto SBJV,23.0,83.21,2.05632543585159,320.0,
2020-10-23 11:00:00,aeroporto,Aeroporto SBJV,23.0,83.21,3.08448815377738,20.0,
2020-10-23 12:00:00,aeroporto,Aeroporto SBJV,23.0,83.21,4.11265087170317,40.0,
2020-10-23 13:00:00,aeroporto,Aeroporto SBJV,23.0,83.21,3.08448815377738,340.0,
2020-10-23 14:00:00,aeroporto,Aeroporto SBJV,26.0,69.52,4.11265087170317,70.0,
2020-10-23 15:00:00,aeroporto,Aeroporto SBJV,24.0,78.34,3.08448815377738,70.0,
2020-10-23 16:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-23 17:00:00,aeroporto,Aeroporto SBJV,23.0,78.19,3.08448815377738,80.0,
2020-10-23 18:00:00,aeroporto,Aeroporto SBJV,23.0,78.19,2.57040679481448,90.0,
2020-10-23 19:00:00,aeroporto,Aeroporto SBJV,23.0,78.19,1.54224407688869,70.0,
2020-10-23 20:00:00,aeroporto,Aeroporto SBJV,21.0,88.34,1.02816271792579,140.0,
2020-10-23 21:00:00,aeroporto,Aeroporto SBJV,22.0,83.09,2.05632543585159,20.0,
2020-10-23 22:00:00,aeroporto,Aeroporto SBJV,22.0,83.09,2.05632543585159,20.0,
2020-10-23 23:00:00,aeroporto,Aeroporto SBJV,22.0,83.09,3.08448815377738,30.0,
2020-10-24 00:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-24 01:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-24 02:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-24 03:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-24 04:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-24 05:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-24 06:00:00,aeroporto,Aeroporto SBJV,19.0,100.0,0.514081358962897,310.0,
2020-10-24 07:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-24 08:00:00,aeroporto,Aeroporto SBJV,21.0,94.01,1.02816271792579,180.0,
2020-10-24 09:00:00,aeroporto,Aeroporto SBJV,21.0,94.01,0.0,0.0,
2020-10-24 10:00:00,aeroporto,Aeroporto SBJV,22.0,88.43,0.514081358962897,250.0,
2020-10-24 11:00:00,aeroporto,Aeroporto SBJV,24.0,78.34,1.54224407688869,100.0,
2020-10-24 12:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-24 13:00:00,aeroporto,Aeroporto SBJV,25.0,78.48,4.11265087170317,130.0,
2020-10-24 14:00:00,aeroporto,Aeroporto SBJV,25.0,78.48,4.11265087170317,130.0,
2020-10-24 15:00:00,aeroporto,Aeroporto SBJV,25.0,78.48,2.57040679481448,80.0,
2020-10-24 16:00:00,aeroporto,Aeroporto SBJV,25.0,73.78,2.05632543585159,120.0,
2020-10-24 17:00:00,aeroporto,Aeroporto SBJV,25.0,73.78,2.05632543585159,80.0,
2020-10-24 18:00:00,aeroporto,Aeroporto SBJV,24.0,78.34,1.54224407688869,10.0,
2020-10-24 19:00:00,aeroporto,Aeroporto SBJV,23.0,83.21,0.514081358962897,10.0,
2020-10-24 20:00:00,aeroporto,Aeroporto SBJV,22.0,94.06,0.0,0.0,
2020-10-24 21:00:00,aeroporto,Aeroporto SBJV,22.0,94.06,0.514081358962897,220.0,
2020-10-24 22:00:00,aeroporto,Aeroporto SBJV,22.0,94.06,2.05632543585159,180.0,
2020-10-24 23:00:00,aeroporto,Aeroporto SBJV,22.0,94.06,0.0,0.0,
2020-10-25 00:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-25 01:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-25 02:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-25 03:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-25 04:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-25 05:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-25 06:00:00,aeroporto,Aeroporto SBJV,21.0,100.0,1.02816271792579,30.0,
2020-10-25 07:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-25 08:00:00,aeroporto,Aeroporto SBJV,23.0,83.21,2.05632543585159,170.0,
2020-10-25 09:00:00,aeroporto,Aeroporto SBJV,24.0,78.34,2.05632543585159,170.0,
2020-10-25 10:00:00,aeroporto,Aeroporto SBJV,25.0,78.48,0.0,0.0,
2020-10-25 11:00:00,aeroporto,Aeroporto SBJV,25.0,78.48,3.08448815377738,150.0,
2020-10-25 12:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-25 13:00:00,aeroporto,Aeroporto SBJV,26.0,73.95,5.14081358962897,60.0,
2020-10-25 14:00:00,aeroporto,Aeroporto SBJV,26.0,73.95,4.11265087170317,100.0,
2020-10-25 15:00:00,aeroporto,Aeroporto SBJV,26.0,69.52,3.08448815377738,50.0,
2020-10-25 16:00:00,aeroporto,Aeroporto SBJV,26.0,65.33,3.59856951274028,40.0,
2020-10-25 17:00:00,aeroporto,Aeroporto SBJV,25.0,65.12,3.08448815377738,40.0,
2020-10-25 18:00:00,aeroporto,Aeroporto SBJV,24.0,73.61,2.57040679481448,20.0,
2020-10-25 19:00:00,aeroporto,Aeroporto SBJV,23.0,78.19,2.05632543585159,40.0,
2020-10-25 20:00:00,aeroporto,Aeroporto SBJV,21.0,88.34,0.0,0.0,
2020-10-25 21:00:00,aeroporto,Aeroporto SBJV,21.0,94.01,0.514081358962897,240.0,
2020-10-25 22:00:00,aeroporto,Aeroporto SBJV,21.0,94.01,0.0,0.0,
2020-10-25 23:00:00,aeroporto,Aeroporto SBJV,21.0,94.01,1.02816271792579,10.0,
2020-10-26 00:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-26 01:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-26 02:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-26 03:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-26 04:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-26 05:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-26 06:00:00,aeroporto,Aeroporto SBJV,18.0,100.0,1.02816271792579,310.0,
2020-10-26 07:00:00,aeroporto,Aeroporto SBJV,20.0,100.0,1.02816271792579,310.0,
2020-10-26 08:00:00,aeroporto,Aeroporto SBJV,22.0,94.06,1.02816271792579,190.0,
2020-10-26 09:00:00,aeroporto,Aeroporto SBJV,24.0,83.32,0.0,0.0,
2020-10-26 10:00:00,aeroporto,Aeroporto SBJV,25.0,73.78,2.05632543585159,40.0,
2020-10-26 11:00:00,aeroporto,Aeroporto SBJV,25.0,73.78,2.05632543585159,60.0,
2020-10-26 12:00:00,aeroporto,Aeroporto SBJV,27.0,65.54,3.59856951274028,70.0,
2020-10-26 13:00:00,aeroporto,Aeroporto SBJV,28.0,61.81,3.59856951274028,60.0,
2020-10-26 14:00:00,aeroporto,Aeroporto SBJV,27.0,65.54,4.11265087170317,70.0,
2020-10-26 15:00:00,aeroporto,Aeroporto SBJV,26.0,69.52,4.62673223066607,50.0,
2020-10-26 16:00:00,aeroporto,Aeroporto SBJV,25.0,73.78,3.08448815377738,30.0,
2020-10-26 17:00:00,aeroporto,Aeroporto SBJV,25.0,73.78,4.62673223066607,30.0,
2020-10-26 18:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-26 19:00:00,aeroporto,Aeroporto SBJV,24.0,78.34,4.11265087170317,40.0,
2020-10-26 20:00:00,aeroporto,Aeroporto SBJV,23.0,83.21,4.11265087170317,20.0,
2020-10-26 21:00:00,aeroporto,Aeroporto SBJV,24.0,78.34,4.62673223066607,30.0,
2020-10-26 22:00:00,aeroporto,Aeroporto SBJV,23.0,83.21,2.57040679481448,20.0,
2020-10-26 23:00:00,aeroporto,Aeroporto SBJV,23.0,88.51,3.59856951274028,20.0,
2020-10-27 00:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-27 01:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-27 02:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-27 03:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-27 04:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-27 05:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-27 06:00:00,aeroporto,Aeroporto SBJV,20.0,100.0,1.54224407688869,260.0,
2020-10-27 07:00:00,aeroporto,Aeroporto SBJV,22.0,88.43,1.02816271792579,290.0,
2020-10-27 08:00:00,aeroporto,Aeroporto SBJV,22.0,94.06,0.514081358962897,290.0,
2020-10-27 09:00:00,aeroporto,Aeroporto SBJV,24.0,83.32,1.54224407688869,160.0,
2020-10-27 10:00:00,aeroporto,Aeroporto SBJV,25.0,83.44,2.05632543585159,140.0,
2020-10-27 11:00:00,aeroporto,Aeroporto SBJV,28.0,61.81,3.59856951274028,120.0,
2020-10-27 12:00:00,aeroporto,Aeroporto SBJV,29.0,58.32,4.11265087170317,120.0,
2020-10-27 13:00:00,aeroporto,Aeroporto SBJV,30.0,55.04,3.08448815377738,120.0,
2020-10-27 14:00:00,aeroporto,Aeroporto SBJV,30.0,58.55,6.16897630755476,110.0,
2020-10-27 15:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-27 16:00:00,aeroporto,Aeroporto SBJV,28.0,69.9,4.11265087170317,120.0,
2020-10-27 17:00:00,aeroporto,Aeroporto SBJV,29.0,62.03,2.05632543585159,80.0,
2020-10-27 18:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-27 19:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-27 20:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-27 21:00:00,aeroporto,Aeroporto SBJV,22.0,88.43,1.54224407688869,220.0,
2020-10-27 22:00:00,aeroporto,Aeroporto SBJV,21.0,94.01,1.02816271792579,270.0,
2020-10-27 23:00:00,aeroporto,Aeroporto SBJV,21.0,100.0,1.54224407688869,200.0,
2020-10-28 00:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-28 01:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-28 02:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-28 03:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-28 04:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-28 05:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-28 06:00:00,aeroporto,Aeroporto SBJV,18.0,93.88,1.02816271792579,340.0,
2020-10-28 07:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-28 08:00:00,aeroporto,Aeroporto SBJV,25.0,57.36,0.0,0.0,
2020-10-28 09:00:00,aeroporto,Aeroporto SBJV,28.0,45.07,1.54224407688869,300.0,
2020-10-28 10:00:00,aeroporto,Aeroporto SBJV,30.0,37.62,2.57040679481448,280.0,
2020-10-28 11:00:00,aeroporto,Aeroporto SBJV,30.0,40.14,3.59856951274028,130.0,
2020-10-28 12:00:00,aeroporto,Aeroporto SBJV,31.0,33.29,3.59856951274028,110.0,
2020-10-28 13:00:00,aeroporto,Aeroporto SBJV,33.0,31.72,3.08448815377738,90.0,
2020-10-28 14:00:00,aeroporto,Aeroporto SBJV,34.0,26.31,4.11265087170317,90.0,
2020-10-28 15:00:00,aeroporto,Aeroporto SBJV,31.0,45.88,8.22530174340635,130.0,
2020-10-28 16:00:00,aeroporto,Aeroporto SBJV,31.0,43.07,6.16897630755476,120.0,
2020-10-28 17:00:00,aeroporto,Aeroporto SBJV,31.0,40.41,3.08448815377738,130.0,
2020-10-28 18:00:00,aeroporto,Aeroporto SBJV,29.0,48.32,3.59856951274028,140.0,
2020-10-28 19:00:00,aeroporto,Aeroporto SBJV,24.0,69.14,5.65489494859186,140.0,
2020-10-28 20:00:00,aeroporto,Aeroporto SBJV,22.0,78.04,2.57040679481448,150.0,
2020-10-28 21:00:00,aeroporto,Aeroporto SBJV,21.0,82.98,1.02816271792579,180.0,
2020-10-28 22:00:00,aeroporto,Aeroporto SBJV,20.0,88.26,0.0,0.0,
2020-10-28 23:00:00,aeroporto,Aeroporto SBJV,22.0,83.09,1.54224407688869,90.0,
2020-10-29 00:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-29 01:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-29 02:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-29 03:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-29 04:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-29 05:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-29 06:00:00,aeroporto,Aeroporto SBJV,21.0,82.98,1.54224407688869,360.0,
2020-10-29 07:00:00,aeroporto,Aeroporto SBJV,22.0,78.04,1.54224407688869,290.0,
2020-10-29 08:00:00,aeroporto,Aeroporto SBJV,24.0,73.61,0.514081358962897,270.0,
2020-10-29 09:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-29 10:00:00,aeroporto,Aeroporto SBJV,24.0,78.34,1.54224407688869,200.0,
2020-10-29 11:00:00,aeroporto,Aeroporto SBJV,25.0,69.33,1.02816271792579,200.0,
2020-10-29 12:00:00,aeroporto,Aeroporto SBJV,26.0,69.52,4.11265087170317,130.0,
2020-10-29 13:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-29 14:00:00,aeroporto,Aeroporto SBJV,25.0,73.78,6.16897630755476,130.0,
2020-10-29 15:00:00,aeroporto,Aeroporto SBJV,25.0,73.78,5.65489494859186,120.0,
2020-10-29 16:00:00,aeroporto,Aeroporto SBJV,25.0,73.78,4.11265087170317,130.0,
2020-10-29 17:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-29 18:00:00,aeroporto,Aeroporto SBJV,24.0,73.61,1.54224407688869,120.0,
2020-10-29 19:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-29 20:00:00,aeroporto,Aeroporto SBJV,22.0,88.43,3.59856951274028,130.0,
2020-10-29 21:00:00,aeroporto,Aeroporto SBJV,21.0,94.01,5.65489494859186,160.0,
2020-10-29 22:00:00,aeroporto,Aeroporto SBJV,20.0,93.97,6.16897630755476,150.0,
2020-10-29 23:00:00,aeroporto,Aeroporto SBJV,19.0,100.0,4.62673223066607,150.0,
2020-10-30 00:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-30 01:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-30 02:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-30 03:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-30 04:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-30 05:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-30 06:00:00,aeroporto,Aeroporto SBJV,16.0,93.79,4.11265087170317,160.0,
2020-10-30 07:00:00,aeroporto,Aeroporto SBJV,15.0,93.74,2.57040679481448,180.0,
2020-10-30 08:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-30 09:00:00,aeroporto,Aeroporto SBJV,15.0,93.74,1.54224407688869,230.0,
2020-10-30 10:00:00,aeroporto,Aeroporto SBJV,15.0,93.74,2.05632543585159,280.0,
2020-10-30 11:00:00,aeroporto,Aeroporto SBJV,16.0,87.92,2.57040679481448,310.0,
2020-10-30 12:00:00,aeroporto,Aeroporto SBJV,,,,,
2020-10-30 13:00:00,aeroporto,Aeroporto SBJV,16.0,93.79,2.57040679481448,320.0,
2020-10-30 14:00:00,aeroporto,Aeroporto SBJV,17.0,88.0,3.08448815377738,320.0,
2020-10-30 15:00:00,aeroporto,Aeroporto SBJV,18.0,82.62,3.08448815377738,330.0,
2020-10-30 16:00:00,aeroporto,Aeroporto SBJV,19.0,77.6,1.54224407688869,350.0,
