Data/Hora,Causa,Tipo,Desabrigados,Bairros,Situação;
"29 de jan. de 2024, 07:00:00,Tombamento de uma carga de 25t de ácido sulfônico na SC-418,Transporte de produtos perigosos rodoviário,0,""Dona Francisca, Pirabeiraba, Jardim Paraíso, Jardim Sofia, Zona Industrial Norte, Adhemar Garcia, América, Anita Garibaldi, Atiradores, Aventureiro, Bom Retiro, Boa Vista, Bucarein, Centro, Comasa, Costa e Silva, Espinheiros, Fátima, Floresta, Glória, Guanabara, iririú, Itaum, Jardim Iririú, Jarivatuba, João Costa, Paranaguamirim, Parque Guarani, Petrópolis, Rio Bonito, Saguaçu, Santo Antônio, Ulysses Guimarães, Vila Cubatão"",""Emergência reconhecida pela Portaria Nº 1043, de 28 de março de 2024 do MDR""";
"25 de fev. de 2024, 02:00:00,""Emergência reconhecida pela Portaria Nº 1043, de 28 de março de 2024 do MDR"",Chuvas Intensas,0,""Adhemar Garcia, América, Anita Garibaldi, Atiradores, Aventureiro, Boa Vista, Boehmerwald, Bom Retiro, Bucarein, Centro, Comasa, Costa e Silva, Dona Francisca, Espinheiros, Fátima, Floresta, Glória, Guanabara, iririú, João Costa, Paranaguamirim, Nova Brasília, Jarivatuba, Jardim Paraíso, Parque Guarani, Jardim Sofia, Santo António, Vila Cubatão, Santa Catarina, Profipo, Pirabeiraba, Petrópolis, Saguaçu, Rio Bonito, Morro do Meio, Jardim Iririú, Itinga, Itaum, São Marcos, Ulysses Guimarães, Vila Nova, Zona Industrial Norte, Zona Industrial Tupy, Zona Rural"",""Emergência reconhecida pela Portaria Nº 1043, de 28 de março de 2024 do MDR""";
"16 de jul. de 2024, 19:00:00,15 mm de chuva em 20 minutos após 10 dias de chuva,Alagamentos,0,""Anita Garibaldi, Floresta, Itaum, Bucarein"",Normalidade";
7 de dez. de 2024, 11:00:00,Não há dados,Chuvas Intensas,0,Não há dados,Normalidade;
"2 de jan. de 2025, 14:30:00,30mm de chuva em 20 minutos,Chuvas Intensas,0,""Anita Garibaldi, Centro, Atiradores, Glória, Floresta, Itaum, America, iririú, Paranaguamirim, Fátima, Boa Vista, Bom Retiro"",Normalidade";
"3 de jan. de 2025, 18:00:00,Ventos de 40 km/h,Vendaval,0,""Aventureiro, Vila Cubatão, Zona Industrial Norte, iririú"",Normalidade";
"25 de jan. de 2025, 14:00:00,Ventos de 60km/h,Vendaval,0,""Pirabeiraba, Rio Bonito, Itaum, São Marcos, Floresta, Petrópolis"",Normalidade";
"4 de fev. de 2025, 14:15:00,""85,4mm de chuva em 1h"",Enxurrada,0,""Costa e Silva, Zona Industrial Norte, Santo Antônio"",Normalidade";
"13 de fev. de 2025, 16:00:00,Ventos de 53 km/h e 40mm de chuva em 1h,Vendaval,0,""Vila Nova, Nova Brasília, Anita Garibaldi, Glória, Atiradores, Centro, Costa e Silva, Paranaguamirim"",Normalidade";
"12 de mar. de 2025, 18:30:00,chuva de 50mm em 1h,Alagamentos,0,""Floresta, Itaum, Anita Garibaldi"",Normalidade";
"25 de mar. de 2025, 20:00:00,Chuva,Alagamentos,0,""Rio Bonito, Fátima"",Normalidade";
"30 de mar. de 2025, 17:00:00,""Maré Alta +2,5m"",Alagamentos,0,""Fátima, Comasa, Boa Vista, Centro, Vila Cubatão"",Normalidade";
"24 de nov. de 2025, 05:00:00,Precipitação de 100 mm em 24 h,Inundação,0,""Fátima, João Costa, Parque Guarani, Paranaguamirim, Boehmerwald"",Normalidade";
"10 de dez. de 2025, 14:00:00,Ventos de 65 km/h,Vendaval,0,""America, Morro do Meio, Itaum, Fátima, Paranaguamirim, Vila Nova, Floresta, Anita Garibaldi, Bom Retiro, Comasa, Guanabara, iririú, Petrópolis, Saguaçu"",Normalidade";
"29 de dez. de 2025, 17:00:00,74 mm em 2 h,Chuvas Intensas,0,""Floresta, Petrópolis, Profipo, Anita Garibaldi, Itaum, Nova Brasília, Bucarein, Guanabara, São Marcos, Centro"",Normalidade";
